id,work_scope_id,amount,fund_source,purpose,kasbon_date,notes,status,requested_by,approved_by,approved_at,settled_at,created_at,updated_at,cash_account_id,photo_url,project_id,company_id
cb040000-0000-0000-0000-000000000002,ab040000-0000-0000-0000-000000000001,3000000.00,owner_advance,pembelian_alat,2026-02-04T17:00:00.000Z,Kasbon beli baja ringan tambahan,settled,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-02-05T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000004,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb040000-0000-0000-0000-000000000001,ab040000-0000-0000-0000-000000000001,10000000.00,client_fund,gaji_tukang,2026-01-19T17:00:00.000Z,Kasbon upah tukang carport,settled,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-01-20T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000004,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb040000-0000-0000-0000-000000000003,ab040000-0000-0000-0000-000000000002,6000000.00,client_fund,gaji_tukang,2026-02-09T17:00:00.000Z,Kasbon upah tukang pagar,settled,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-02-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000004,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb050000-0000-0000-0000-000000000002,ab050000-0000-0000-0000-000000000001,3500000.00,owner_advance,pembelian_alat,2026-05-19T17:00:00.000Z,Kasbon beli batu alam aksen,approved,a0000000-0000-0000-0000-000000000006,a0000000-0000-0000-0000-000000000001,2026-05-20T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000005,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb050000-0000-0000-0000-000000000001,ab050000-0000-0000-0000-000000000001,12000000.00,client_fund,gaji_tukang,2026-05-09T17:00:00.000Z,Kasbon upah tukang fasad Mei,approved,a0000000-0000-0000-0000-000000000006,a0000000-0000-0000-0000-000000000001,2026-05-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000005,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb060000-0000-0000-0000-000000000004,ab060000-0000-0000-0000-000000000001,25000000.00,client_fund,gaji_tukang,2026-04-04T17:00:00.000Z,Kasbon upah tukang struktur April,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-04-05T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000006,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb060000-0000-0000-0000-000000000003,ab060000-0000-0000-0000-000000000001,8000000.00,owner_advance,uang_makan,2026-02-14T17:00:00.000Z,Uang makan tukang 1 bulan,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-02-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000006,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb060000-0000-0000-0000-000000000002,ab060000-0000-0000-0000-000000000001,28000000.00,client_fund,gaji_tukang,2026-03-02T17:00:00.000Z,Kasbon upah tukang struktur Mar,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-03-03T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000006,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb060000-0000-0000-0000-000000000001,ab060000-0000-0000-0000-000000000001,30000000.00,client_fund,gaji_tukang,2026-01-31T17:00:00.000Z,Kasbon upah tukang struktur Feb,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-02-01T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000006,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb070000-0000-0000-0000-000000000004,ab070000-0000-0000-0000-000000000001,12000000.00,client_fund,gaji_tukang,2026-02-09T17:00:00.000Z,Kasbon upah tukang Feb,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-02-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000007,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb070000-0000-0000-0000-000000000003,ab070000-0000-0000-0000-000000000001,15000000.00,client_fund,gaji_tukang,2026-01-09T17:00:00.000Z,Kasbon upah tukang Jan,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-01-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000007,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb070000-0000-0000-0000-000000000002,ab070000-0000-0000-0000-000000000001,18000000.00,client_fund,gaji_tukang,2025-12-14T17:00:00.000Z,Kasbon upah tukang Des,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2025-12-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000007,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,20000000.00,client_fund,gaji_tukang,2025-11-14T17:00:00.000Z,Kasbon upah tukang Nov,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2025-11-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000007,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb110000-0000-0000-0000-000000000002,ab110000-0000-0000-0000-000000000001,20000000.00,client_fund,gaji_tukang,2026-03-31T17:00:00.000Z,Kasbon upah tukang cor lantai,approved,a0000000-0000-0000-0000-000000000013,a0000000-0000-0000-0000-000000000001,2026-04-01T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000011,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb110000-0000-0000-0000-000000000001,ab110000-0000-0000-0000-000000000001,22000000.00,client_fund,gaji_tukang,2026-02-28T17:00:00.000Z,Kasbon upah tukang pondasi Mar,approved,a0000000-0000-0000-0000-000000000013,a0000000-0000-0000-0000-000000000001,2026-03-01T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000011,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb110000-0000-0000-0000-000000000004,ab110000-0000-0000-0000-000000000002,15000000.00,client_fund,gaji_tukang,2026-04-09T17:00:00.000Z,Kasbon upah tukang kuda-kuda,approved,a0000000-0000-0000-0000-000000000014,a0000000-0000-0000-0000-000000000001,2026-04-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000011,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb110000-0000-0000-0000-000000000003,ab110000-0000-0000-0000-000000000002,18000000.00,client_fund,gaji_tukang,2026-03-09T17:00:00.000Z,Kasbon upah tukang las kolom,approved,a0000000-0000-0000-0000-000000000014,a0000000-0000-0000-0000-000000000001,2026-03-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000011,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000004,ab010000-0000-0000-0000-000000000001,3000000.00,owner_advance,uang_makan,2026-03-14T17:00:00.000Z,Uang makan tukang 2 minggu,settled,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-03-15T03:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000003,ab010000-0000-0000-0000-000000000001,5000000.00,owner_advance,pembelian_alat,2026-02-19T17:00:00.000Z,Kasbon beli alat bekisting,settled,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-02-20T03:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000001,12000000.00,client_fund,gaji_tukang,2026-02-28T17:00:00.000Z,Kasbon bayar tukang minggu 3-4,settled,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-03-01T03:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,15000000.00,client_fund,gaji_tukang,2026-02-09T17:00:00.000Z,Kasbon bayar tukang minggu 1-2,settled,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-02-10T03:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000007,ab010000-0000-0000-0000-000000000002,9000000.00,client_fund,gaji_tukang,2026-05-31T17:00:00.000Z,Kasbon upah tukang finishing Juni,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-06-01T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000006,ab010000-0000-0000-0000-000000000002,4000000.00,owner_advance,pembelian_alat,2026-05-09T17:00:00.000Z,Kasbon beli material cat dan plamir,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-05-10T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000005,ab010000-0000-0000-0000-000000000002,18000000.00,client_fund,gaji_tukang,2026-05-02T17:00:00.000Z,Kasbon upah tukang finishing Mei 1-2,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-05-03T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000009,ab010000-0000-0000-0000-000000000003,2500000.00,owner_advance,operasional,2026-04-07T17:00:00.000Z,Ongkos transport material pipa,approved,a0000000-0000-0000-0000-000000000005,a0000000-0000-0000-0000-000000000001,2026-04-08T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb010000-0000-0000-0000-000000000008,ab010000-0000-0000-0000-000000000003,8000000.00,client_fund,gaji_tukang,2026-03-17T17:00:00.000Z,Kasbon upah tukang plumbing Maret,approved,a0000000-0000-0000-0000-000000000005,a0000000-0000-0000-0000-000000000001,2026-03-18T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb020000-0000-0000-0000-000000000003,ab020000-0000-0000-0000-000000000001,6000000.00,owner_advance,uang_makan,2026-04-14T17:00:00.000Z,Uang makan tukang struktur 1 bulan,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-04-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000002,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb020000-0000-0000-0000-000000000002,ab020000-0000-0000-0000-000000000001,20000000.00,client_fund,gaji_tukang,2026-04-30T17:00:00.000Z,Kasbon upah tukang struktur Mei,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-05-01T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000002,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb130000-0000-0000-0000-000000000002,ab130000-0000-0000-0000-000000000001,3500000.00,owner_advance,pembelian_alat,2026-03-31T17:00:00.000Z,Beli material tambahan,approved,a0000000-0000-0000-0000-000000000005,a0000000-0000-0000-0000-000000000001,2026-04-01T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000013,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb130000-0000-0000-0000-000000000001,ab130000-0000-0000-0000-000000000001,14000000.00,client_fund,gaji_tukang,2026-03-14T17:00:00.000Z,Kasbon upah tukang tambah ruang,approved,a0000000-0000-0000-0000-000000000005,a0000000-0000-0000-0000-000000000001,2026-03-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000013,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb140000-0000-0000-0000-000000000003,ab140000-0000-0000-0000-000000000001,15000000.00,client_fund,gaji_tukang,2026-02-14T17:00:00.000Z,Kasbon upah tukang Feb,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-02-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000014,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb140000-0000-0000-0000-000000000002,ab140000-0000-0000-0000-000000000001,18000000.00,client_fund,gaji_tukang,2026-01-14T17:00:00.000Z,Kasbon upah tukang Jan,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2026-01-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000014,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
cb140000-0000-0000-0000-000000000001,ab140000-0000-0000-0000-000000000001,20000000.00,client_fund,gaji_tukang,2025-12-14T17:00:00.000Z,Kasbon upah tukang Des,approved,a0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000001,2025-12-15T02:00:00.000Z,,2026-06-13T16:41:44.391Z,2026-07-28T18:24:56.802Z,,,c0000000-0000-0000-0000-000000000014,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
8f6b0d27-691d-47b5-8192-bd119486ffd0,ab010000-0000-0000-0000-000000000001,3000000.00,owner_advance,pembelian_alat,2026-03-04T17:00:00.000Z,Beli bekisting dan perancah tambahan,approved,a0000000-0000-0000-0000-000000000004,a0000000-0000-0000-0000-000000000001,2026-03-05T10:00:00.000Z,,2026-06-16T15:30:12.068Z,2026-08-01T06:04:27.526Z,ca510000-0000-0000-0000-000000000003,,c0000000-0000-0000-0000-000000000001,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
