id,assignment_id,scope_id,week_start,week_end,status,subtotal,total_deduction,net_amount,notes,submitted_at,reviewed_by,reviewed_at,review_notes,paid_at,created_at,updated_at,cash_account_id,payment_method
dc010000-0000-0000-0000-000000000009,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-04-12T17:00:00.000Z,2026-04-17T17:00:00.000Z,paid,3600000.00,0.00,3600000.00,Upah elektrikal minggu 2 April,,a0000000-0000-0000-0000-000000000001,,,2026-04-19T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc010000-0000-0000-0000-000000000010,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-04-19T17:00:00.000Z,2026-04-24T17:00:00.000Z,paid,3600000.00,0.00,3600000.00,Upah elektrikal minggu 3 April,,a0000000-0000-0000-0000-000000000001,,,2026-04-26T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc010000-0000-0000-0000-000000000011,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-05-03T17:00:00.000Z,2026-05-08T17:00:00.000Z,paid,3600000.00,0.00,3600000.00,Upah elektrikal minggu 1 Mei,,a0000000-0000-0000-0000-000000000001,,,2026-05-10T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc050000-0000-0000-0000-000000000001,fa050000-0000-0000-0000-000000000001,ab050000-0000-0000-0000-000000000002,2026-05-31T17:00:00.000Z,2026-06-05T17:00:00.000Z,paid,3000000.00,0.00,3000000.00,Upah taman minggu 1 Juni,,a0000000-0000-0000-0000-000000000001,,,2026-06-07T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000001,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2025-11-02T17:00:00.000Z,2025-11-07T17:00:00.000Z,paid,12000000.00,0.00,12000000.00,Upah bongkaran & persiapan Nov w1,,a0000000-0000-0000-0000-000000000001,,,2025-11-09T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000002,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2025-11-09T17:00:00.000Z,2025-11-14T17:00:00.000Z,paid,12000000.00,0.00,12000000.00,Upah bongkaran & persiapan Nov w2,,a0000000-0000-0000-0000-000000000001,,,2025-11-16T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000003,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2025-11-30T17:00:00.000Z,2025-12-05T17:00:00.000Z,paid,15000000.00,0.00,15000000.00,Upah struktur Des w1,,a0000000-0000-0000-0000-000000000001,,,2025-12-07T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000004,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2025-12-07T17:00:00.000Z,2025-12-12T17:00:00.000Z,paid,15000000.00,0.00,15000000.00,Upah struktur Des w2,,a0000000-0000-0000-0000-000000000001,,,2025-12-14T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000005,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2026-01-04T17:00:00.000Z,2026-01-09T17:00:00.000Z,paid,15000000.00,0.00,15000000.00,Upah finishing Jan w1,,a0000000-0000-0000-0000-000000000001,,,2026-01-11T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000006,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2026-02-01T17:00:00.000Z,2026-02-06T17:00:00.000Z,paid,12000000.00,0.00,12000000.00,Upah finishing Feb w1,,a0000000-0000-0000-0000-000000000001,,,2026-02-08T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000007,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2026-03-01T17:00:00.000Z,2026-03-06T17:00:00.000Z,paid,12000000.00,0.00,12000000.00,Upah finishing Mar w1,,a0000000-0000-0000-0000-000000000001,,,2026-03-08T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc070000-0000-0000-0000-000000000008,fa070000-0000-0000-0000-000000000001,ab070000-0000-0000-0000-000000000001,2026-04-05T17:00:00.000Z,2026-04-10T17:00:00.000Z,paid,9000000.00,0.00,9000000.00,Upah finishing Apr w1,,a0000000-0000-0000-0000-000000000001,,,2026-04-12T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc130000-0000-0000-0000-000000000001,fa130000-0000-0000-0000-000000000001,ab130000-0000-0000-0000-000000000001,2026-03-01T17:00:00.000Z,2026-03-06T17:00:00.000Z,paid,6000000.00,0.00,6000000.00,Upah tambah ruang Mar w1,,a0000000-0000-0000-0000-000000000001,,,2026-03-08T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
dc130000-0000-0000-0000-000000000002,fa130000-0000-0000-0000-000000000001,ab130000-0000-0000-0000-000000000001,2026-04-05T17:00:00.000Z,2026-04-10T17:00:00.000Z,paid,6000000.00,0.00,6000000.00,Upah tambah ruang Apr w1,,a0000000-0000-0000-0000-000000000001,,,2026-04-12T17:00:00.000Z,2026-06-13T16:41:44.391Z,2026-06-13T16:41:44.391Z,,
22b3d1ad-543a-43e1-b0e2-5b8f07df7e2b,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-05-31T17:00:00.000Z,2026-06-06T17:00:00.000Z,submitted,4200000.00,0.00,4200000.00,Upah minggu 7 finishing — dinding Lt.3,2026-06-01T08:00:00.000Z,,,,,2026-06-16T15:30:11.302Z,2026-06-16T15:30:11.302Z,,
f79577b6-494a-4fd0-8766-1f5e4c2afc8a,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-06-07T17:00:00.000Z,2026-06-13T17:00:00.000Z,draft,4200000.00,0.00,4200000.00,Upah minggu 8 finishing — ongoing,,,,,,2026-06-16T15:30:11.361Z,2026-06-16T15:30:11.361Z,,
d99d0d94-036e-4277-91d0-29c8599db65d,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000003,2026-05-31T17:00:00.000Z,2026-06-06T17:00:00.000Z,submitted,2800000.00,0.00,2800000.00,Upah minggu 7 plumbing — testing & commissioning,2026-06-01T08:00:00.000Z,,,,,2026-06-16T15:30:11.689Z,2026-06-16T15:30:11.689Z,,
db267df5-56dc-4d21-9f83-1937562e05b8,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-06-07T17:00:00.000Z,2026-06-13T17:00:00.000Z,draft,2100000.00,0.00,2100000.00,Upah minggu 6 mep — AC & exhaust fan,,,,,,2026-06-16T15:30:11.960Z,2026-06-16T15:30:11.960Z,,
b29faffc-4264-4cdd-b459-75f9a3e7c7e4,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2025-12-31T17:00:00.000Z,2026-01-06T17:00:00.000Z,paid,100.00,0.00,100.00,,,,,,2026-01-07T17:00:00.000Z,2026-06-16T15:30:31.632Z,2026-06-16T15:30:31.632Z,,cash
1abaa2d4-df12-4997-8965-f4a8550b32fb,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-02-08T17:00:00.000Z,2026-02-14T17:00:00.000Z,paid,3500000.00,0.00,3500000.00,Upah minggu 1 — bongkaran & mobilisasi,2026-02-09T08:00:00.000Z,,,,2026-02-15T17:00:00.000Z,2026-06-16T15:31:01.673Z,2026-06-16T15:31:01.673Z,ca510000-0000-0000-0000-000000000001,cash
835548d0-d809-4dc2-8208-0d948d32ba66,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-02-15T17:00:00.000Z,2026-02-21T17:00:00.000Z,paid,4200000.00,0.00,4200000.00,Upah minggu 2 — galian,2026-02-16T08:00:00.000Z,,,,2026-02-22T17:00:00.000Z,2026-06-16T15:31:01.723Z,2026-06-16T15:31:01.723Z,ca510000-0000-0000-0000-000000000001,cash
cd09ebf3-4f0d-413c-b80f-a7b20219dd96,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-02-22T17:00:00.000Z,2026-02-28T17:00:00.000Z,paid,5600000.00,0.00,5600000.00,Upah minggu 3 — pondasi,2026-02-23T08:00:00.000Z,,,,2026-03-01T17:00:00.000Z,2026-06-16T15:31:01.776Z,2026-06-16T15:31:01.776Z,ca510000-0000-0000-0000-000000000001,cash
94671ba0-4c87-4df8-81df-10541688409c,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-03-01T17:00:00.000Z,2026-03-07T17:00:00.000Z,paid,5600000.00,0.00,5600000.00,Upah minggu 4 — kolom basement,2026-03-02T08:00:00.000Z,,,,2026-03-08T17:00:00.000Z,2026-06-16T15:31:01.820Z,2026-06-16T15:31:01.820Z,ca510000-0000-0000-0000-000000000001,cash
37db3fc3-313e-4724-8936-8db8a90d6058,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-03-08T17:00:00.000Z,2026-03-14T17:00:00.000Z,paid,6300000.00,0.00,6300000.00,Upah minggu 5 — kolom Lt.1,2026-03-09T08:00:00.000Z,,,,2026-03-15T17:00:00.000Z,2026-06-16T15:31:01.870Z,2026-06-16T15:31:01.870Z,ca510000-0000-0000-0000-000000000001,cash
0a8335de-20f9-4d89-ac8c-1f2c31031677,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-03-15T17:00:00.000Z,2026-03-21T17:00:00.000Z,paid,6300000.00,0.00,6300000.00,Upah minggu 6 — balok & plat Lt.1,2026-03-16T08:00:00.000Z,,,,2026-03-22T17:00:00.000Z,2026-06-16T15:31:01.922Z,2026-06-16T15:31:01.922Z,ca510000-0000-0000-0000-000000000001,cash
d8c9febe-5471-4cac-b37e-7c579dad1c51,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-03-22T17:00:00.000Z,2026-03-28T17:00:00.000Z,paid,6300000.00,0.00,6300000.00,Upah minggu 7 — kolom & balok Lt.2,2026-03-23T08:00:00.000Z,,,,2026-03-29T17:00:00.000Z,2026-06-16T15:31:01.966Z,2026-06-16T15:31:01.966Z,ca510000-0000-0000-0000-000000000001,cash
4feb39b2-2cc2-4ceb-885d-8b26b68abf7a,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-03-29T17:00:00.000Z,2026-04-04T17:00:00.000Z,paid,6300000.00,0.00,6300000.00,Upah minggu 8 — plat Lt.2,2026-03-30T08:00:00.000Z,,,,2026-04-05T17:00:00.000Z,2026-06-16T15:31:02.011Z,2026-06-16T15:31:02.011Z,ca510000-0000-0000-0000-000000000001,cash
66f27aa2-a402-43ac-bc02-efce21eb8770,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-04-05T17:00:00.000Z,2026-04-11T17:00:00.000Z,paid,5600000.00,0.00,5600000.00,Upah minggu 9 — kolom Lt.3,2026-04-06T08:00:00.000Z,,,,2026-04-12T17:00:00.000Z,2026-06-16T15:31:02.074Z,2026-06-16T15:31:02.074Z,ca510000-0000-0000-0000-000000000001,cash
06a4b664-d470-493e-9d3c-62527f61d354,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000001,2026-04-12T17:00:00.000Z,2026-04-18T17:00:00.000Z,paid,5600000.00,0.00,5600000.00,Upah minggu 10 — pasangan bata Lt.1,2026-04-13T08:00:00.000Z,,,,2026-04-19T17:00:00.000Z,2026-06-16T15:31:02.117Z,2026-06-16T15:31:02.117Z,ca510000-0000-0000-0000-000000000001,cash
93040f16-1fbb-4b8c-a2ab-894501ca2b6d,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-04-19T17:00:00.000Z,2026-04-25T17:00:00.000Z,paid,4200000.00,0.00,4200000.00,Upah minggu 1 finishing — dinding Lt.2,2026-04-20T08:00:00.000Z,,,,2026-04-26T17:00:00.000Z,2026-06-16T15:31:02.166Z,2026-06-16T15:31:02.166Z,ca510000-0000-0000-0000-000000000001,cash
55f1b3db-025c-4714-a666-1256451f781d,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-04-26T17:00:00.000Z,2026-05-02T17:00:00.000Z,paid,4200000.00,0.00,4200000.00,Upah minggu 2 finishing — plester Lt.1,2026-04-27T08:00:00.000Z,,,,2026-05-03T17:00:00.000Z,2026-06-16T15:31:02.215Z,2026-06-16T15:31:02.215Z,ca510000-0000-0000-0000-000000000001,cash
4b903c52-4fa4-4806-8a8a-681925f39de8,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-05-03T17:00:00.000Z,2026-05-09T17:00:00.000Z,paid,4200000.00,0.00,4200000.00,Upah minggu 3 finishing — acian Lt.1,2026-05-04T08:00:00.000Z,,,,2026-05-10T17:00:00.000Z,2026-06-16T15:31:02.270Z,2026-06-16T15:31:02.270Z,ca510000-0000-0000-0000-000000000001,cash
8c531552-0ac1-4c33-9c90-af9dc7e19fcc,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-05-10T17:00:00.000Z,2026-05-16T17:00:00.000Z,paid,4200000.00,0.00,4200000.00,Upah minggu 4 finishing — plester Lt.2,2026-05-11T08:00:00.000Z,,,,2026-05-17T17:00:00.000Z,2026-06-16T15:31:02.325Z,2026-06-16T15:31:02.325Z,ca510000-0000-0000-0000-000000000001,cash
06eb95a7-26bf-4ca7-8353-238d1b532121,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-05-17T17:00:00.000Z,2026-05-23T17:00:00.000Z,paid,4200000.00,500000.00,3700000.00,Upah minggu 5 finishing — acian Lt.2,2026-05-18T08:00:00.000Z,,,,2026-05-24T17:00:00.000Z,2026-06-16T15:31:02.382Z,2026-06-16T15:31:02.382Z,ca510000-0000-0000-0000-000000000001,cash
5951fb53-8c45-4496-a517-40afb4e7c0f1,fa010000-0000-0000-0000-000000000001,ab010000-0000-0000-0000-000000000002,2026-05-24T17:00:00.000Z,2026-05-30T17:00:00.000Z,paid,4200000.00,0.00,4200000.00,Upah minggu 6 finishing — finishing tampak depan,2026-05-25T08:00:00.000Z,,,,2026-05-31T17:00:00.000Z,2026-06-16T15:31:02.432Z,2026-06-16T15:31:02.432Z,ca510000-0000-0000-0000-000000000001,cash
72c2589a-d5b2-47a9-ac93-f6632335a70e,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000003,2026-05-03T17:00:00.000Z,2026-05-09T17:00:00.000Z,paid,2800000.00,0.00,2800000.00,Upah minggu 6 plumbing — roof drain & septictank,2026-05-04T08:00:00.000Z,,,,2026-05-10T17:00:00.000Z,2026-06-16T15:31:02.810Z,2026-06-16T15:31:02.810Z,ca510000-0000-0000-0000-000000000001,cash
448d5c17-6afa-4c76-baa4-e58a7c4aa70e,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-03-15T17:00:00.000Z,2026-03-21T17:00:00.000Z,paid,2100000.00,0.00,2100000.00,Upah minggu 1 mep — instalasi titik lampu Lt.1,2026-03-16T08:00:00.000Z,,,,2026-03-22T17:00:00.000Z,2026-06-16T15:31:02.921Z,2026-06-16T15:31:02.921Z,ca510000-0000-0000-0000-000000000001,cash
d2f3caed-eeaa-4c63-af64-2418fb229823,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-03-22T17:00:00.000Z,2026-03-28T17:00:00.000Z,paid,2100000.00,0.00,2100000.00,Upah minggu 2 mep — stop kontak & saklar Lt.1,2026-03-23T08:00:00.000Z,,,,2026-03-29T17:00:00.000Z,2026-06-16T15:31:02.965Z,2026-06-16T15:31:02.965Z,ca510000-0000-0000-0000-000000000001,cash
5cbaa395-c6cc-4672-bde0-1b4203b3d27a,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-04-26T17:00:00.000Z,2026-05-02T17:00:00.000Z,paid,2100000.00,0.00,2100000.00,Upah minggu 4 mep — kabel toevoer & box sekering,2026-04-27T08:00:00.000Z,,,,2026-05-03T17:00:00.000Z,2026-06-16T15:31:03.063Z,2026-06-16T15:31:03.063Z,ca510000-0000-0000-0000-000000000001,cash
813126d7-ec41-415a-a570-573c4cd1f5f6,fa010000-0000-0000-0000-000000000002,ab010000-0000-0000-0000-000000000004,2026-05-17T17:00:00.000Z,2026-05-23T17:00:00.000Z,paid,2100000.00,0.00,2100000.00,Upah minggu 5 mep — instalasi Lt.3,2026-05-18T08:00:00.000Z,,,,2026-05-24T17:00:00.000Z,2026-06-16T15:31:03.111Z,2026-06-16T15:31:03.111Z,ca510000-0000-0000-0000-000000000001,cash
