id,project_id,level,category_code,parent_id,name,unit,qty,unit_price,total_price,weight_pct,progress_pct,sort_order,created_at,updated_at,material_pct,upah_pct,alat_pct,other_pct,planned_start,planned_end,gantt_dependencies,gantt_dep_rules
027a4a70-9d90-4762-8a36-99771ef32792,c0000000-0000-0000-0000-000000000001,item,2,19f2238c-7124-4569-975a-da422d641c6e,Galian Tanah Foot Plat,m³,11.136,150000.00,1670400.00,0.0000,100.00,16,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,55.00,35.00,5.00,5.00,,,,"[]"
a95906ef-9ba6-4485-983a-088d7bd238f3,c0000000-0000-0000-0000-000000000001,item,3,19f2238c-7124-4569-975a-da422d641c6e,Galian Tanah Area Carport,m³,63.960,122380.00,7827424.80,0.0000,100.00,17,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,55.00,35.00,5.00,5.00,,,,"[]"
bdb39317-77de-4527-88e4-2e4dd32d9d54,c0000000-0000-0000-0000-000000000001,item,1,19f2238c-7124-4569-975a-da422d641c6e,Pengeboran Tanah Bored Pile Æ 300,Ttk,6.000,,,0.0000,0.00,14,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
125ebe59-3bbd-42a8-bada-87c711b66519,c0000000-0000-0000-0000-000000000001,item,4,19f2238c-7124-4569-975a-da422d641c6e,Galian Retaining Wall,m³,3.420,201130.00,687864.60,0.0000,100.00,18,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,55.00,35.00,5.00,5.00,,,,"[]"
d0021af7-ccca-45b6-8323-71213f35c8b6,c0000000-0000-0000-0000-000000000001,item,6,19f2238c-7124-4569-975a-da422d641c6e,Pengeboran Tanah Bored Pile Æ 300,ttk,9.000,900000.00,8100000.00,0.0000,100.00,20,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,55.00,35.00,5.00,5.00,,,,"[]"
5fb2c3ad-db81-47c9-a115-d1c50186b40d,c0000000-0000-0000-0000-000000000001,item,2,0df4a5a3-fc20-4472-9f53-01f6eb89ee62,Bored Pile Æ 300,m³,3.815,6495800.00,24782126.58,0.0000,100.00,24,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
9889d338-e68a-4513-b9d6-1ba9dc241d91,c0000000-0000-0000-0000-000000000001,item,1,19f2238c-7124-4569-975a-da422d641c6e,Galian Tanah Pondasi Batu Kali,m³,11.072,150000.00,1660800.00,0.0000,100.00,15,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,55.00,35.00,5.00,5.00,,,,"[]"
c511e1cf-d887-442f-a92c-52dbd9f955b1,c0000000-0000-0000-0000-000000000001,item,1,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB3,m³,1.395,7055100.00,9841864.50,0.0000,100.00,39,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
4666e727-f3d1-4e1b-b7c9-660fff85240f,c0000000-0000-0000-0000-000000000001,item,2,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB5A,m³,2.280,5530600.00,12609768.00,0.0000,100.00,40,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
f9844b8b-4ba9-4445-9cae-4f6bb4304f5e,c0000000-0000-0000-0000-000000000001,item,1,0df4a5a3-fc20-4472-9f53-01f6eb89ee62,Retaining Wall,,,,,0.0000,0.00,23,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
1d6bdb0e-22d5-4b3a-9f6d-a9c7b0edaf45,c0000000-0000-0000-0000-000000000001,item,1,,Kolom,m³,0.506,7612300.00,3853726.88,0.0000,95.00,43,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
782057e9-6dd2-4b58-9ce2-64a81162d9b6,c0000000-0000-0000-0000-000000000001,item,3,0df4a5a3-fc20-4472-9f53-01f6eb89ee62,Foot Plate F1A,,,,,0.0000,0.00,25,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
1b63daf9-fa79-4724-929f-b8f13c786544,c0000000-0000-0000-0000-000000000001,item,4,0df4a5a3-fc20-4472-9f53-01f6eb89ee62,Foot Plate F2,,,,,0.0000,0.00,26,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
49b02e1f-a6b9-4029-90ac-d78be4a596d4,c0000000-0000-0000-0000-000000000001,item,1,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB1,m³,,,,0.0000,0.00,30,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
7ad2a5bc-974f-46a7-8021-89a79ba49c35,c0000000-0000-0000-0000-000000000001,item,2,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB2,m³,0.000,,,0.0000,0.00,31,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
d6e7dfc7-17f6-425c-ae68-e8652e246f1f,c0000000-0000-0000-0000-000000000001,item,3,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB2A,m³,,,,0.0000,0.00,32,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
560a036f-fc86-4a66-a725-564371fc6842,c0000000-0000-0000-0000-000000000001,item,4,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB3,m³,,,,0.0000,0.00,33,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
4e41cdbb-33de-4e7c-8ba7-2764718de080,c0000000-0000-0000-0000-000000000001,item,5,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB4,m³,,,,0.0000,0.00,34,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
28604784-07b5-44a7-810f-96cf321815cb,c0000000-0000-0000-0000-000000000001,item,6,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB5,m³,,,,0.0000,0.00,35,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
d2f0c3a1-37f9-4233-8fcb-0d97a45a7688,c0000000-0000-0000-0000-000000000001,item,7,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB5A,m³,,,,0.0000,0.00,36,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
b31a7352-bd28-42da-9df6-17ff5587f505,c0000000-0000-0000-0000-000000000001,item,8,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB6,m³,,,,0.0000,0.00,37,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
c2b9591c-87ca-4f2a-962a-6d4a7c6dc256,c0000000-0000-0000-0000-000000000001,item,9,9fe54697-4804-4cf1-9ca8-384f970a0410,Sloof TB7,m³,0.000,,,0.0000,0.00,38,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
6f24960e-9321-4244-8bf6-d06eab537a2a,c0000000-0000-0000-0000-000000000001,item,3,,Kolom,m³,0.450,9040000.00,4068000.00,0.0000,95.00,50,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
a3532d51-6194-452c-98a0-200d4ed366ea,c0000000-0000-0000-0000-000000000001,item,1,,Kolom,m³,0.648,8984500.00,5821956.00,0.0000,80.00,56,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
05f14f5f-ffc8-40d2-9b7d-fddcc2d10caf,c0000000-0000-0000-0000-000000000001,item,2,,Kolom,m³,1.080,9040000.00,9763200.00,0.0000,80.00,57,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
d6a4ad8f-095b-48f4-894b-dab486f0b801,c0000000-0000-0000-0000-000000000001,item,2,,Kolom,m³,,,0.00,0.0000,0.00,44,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
235dbb3f-03dc-4db4-a4a4-9e277e4d4e69,c0000000-0000-0000-0000-000000000001,item,3,,Kolom,m³,,,0.00,0.0000,0.00,45,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
70d15a6a-56a0-4350-a9b3-6f7b0b385caa,c0000000-0000-0000-0000-000000000001,item,4,,Kolom,m³,,,0.00,0.0000,0.00,46,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
c85ae349-b705-4bd7-8b4c-c4ddfa3fcc97,c0000000-0000-0000-0000-000000000001,item,5,,Kolom,m³,,,0.00,0.0000,0.00,47,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
a912c4b6-bed7-47a4-aca4-2e9cef69b800,c0000000-0000-0000-0000-000000000001,item,6,,Kolom,m³,,,0.00,0.0000,0.00,48,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
3844f47f-61f2-47dd-8fcf-54dc8e468b2e,c0000000-0000-0000-0000-000000000001,item,1,,Kolom,m³,0.614,7612300.00,4675855.28,0.0000,80.00,59,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
f60662d3-6add-4835-aca1-8ea1e5b22448,c0000000-0000-0000-0000-000000000001,item,3,,Kolom,m³,1.050,9040000.00,9492000.00,0.0000,80.00,61,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
5cb32fcb-85c9-41d7-9929-9938bae6b3d8,c0000000-0000-0000-0000-000000000001,item,4,,Kolom,m³,,,0.00,0.0000,0.00,51,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
429a9ce4-91aa-4507-9e4b-83e90f0676cf,c0000000-0000-0000-0000-000000000001,item,5,,Kolom,m³,,,0.00,0.0000,0.00,52,2026-06-13T17:41:16.363Z,2026-06-13T17:41:16.363Z,0.00,0.00,0.00,0.00,,,,"[]"
