id,key,label,href,icon,parent_id,required_permissions,sort_order,section,is_active,created_at,updated_at
86250bd7-54d9-4750-8288-7156a063c328,crm-bidbond,Jaminan Penawaran,/proyek,Dot,34e4a4c7-3b02-4b6d-b0d8-835eea86cc14,"[]",211,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
dfd1b89c-fcca-49d7-8953-d54bb3ba8d47,crm-winloss,Analisa Menang/Kalah,/tender,Dot,34e4a4c7-3b02-4b6d-b0d8-835eea86cc14,"[]",212,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
0b80ec60-5c07-401f-a830-f261073d70e4,crm-backlog,Backlog / Order Book,/tender,Dot,34e4a4c7-3b02-4b6d-b0d8-835eea86cc14,"[]",213,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
dc48abea-728e-4198-b028-52c7a1843391,kt-register,Register Kontrak,/proyek,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",301,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
2dcef93f-823f-46e7-942a-387c8c15b0fb,kt-termin,Termin Pembayaran,/keuangan,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",302,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
e6539e8d-a9ad-4598-b309-12e36333c164,kt-retensi,Retensi,/piutang,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",303,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
07816033-5fa4-49aa-9f71-8eab13b32235,kt-co,Change Order,/proyek,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",304,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
c395657c-8d54-47f9-9297-8b6f6e9c7476,kt-claims,Claims,/m/kt-claims,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",305,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
ba0a8b2b-4c0f-496d-bd34-550975c63398,kt-eot,Perpanjangan Waktu (EOT),/proyek,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",306,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
f90715b6-7332-44ea-a9fe-0d799ba60719,kt-ld,Denda Keterlambatan,/proyek,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",307,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
b743f6bf-a539-4aa4-a06e-96e59c4d7f44,kt-bond,Register Jaminan,/proyek,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",308,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
941a2ba5-979f-4aba-9bbe-0bd678fdd946,kt-asuransi,Register Asuransi,/m/kt-asuransi,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",309,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
58a89802-ab51-4cf1-b15b-b87e219fb107,kt-surat,Surat Masuk & Keluar,/m/kt-surat,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",310,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
2612d9c2-a98c-4923-a82a-ea6a3f1475c0,kt-subkon,Kontrak Subkontraktor,/mandor,Dot,6cf26008-1508-499a-ae38-8b02a7517483,"[]",311,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
d81cf3aa-430b-463a-b1cd-ca7e2a4492cc,jd-wbs,WBS Proyek,/proyek,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",401,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
ed6679d9-7b11-4719-a419-1701e4ee6930,jd-baseline,Baseline Schedule,/m/jd-baseline,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",402,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
264db5b9-4abe-4a34-b6e6-55639fb1b731,jd-gantt,Gantt Chart,/proyek,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",403,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
7c43c63d-945f-4f43-8e66-abbb16bec93f,jd-cpm,Jalur Kritis (CPM),/m/jd-cpm,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",404,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
db555942-bffc-47fe-940f-f18f47dd2646,jd-kurva-s,Kurva S,/proyek,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",405,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
6cb0ff7e-e9a5-499a-a5ef-9d3bba837df2,jd-histogram,Histogram Sumber Daya,/m/jd-histogram,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",406,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
052373b8-fcd6-4b64-9b77-c4c07fa3a575,jd-lookahead,Look-Ahead 3 Minggu,/proyek,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",407,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
d367b87c-aa43-4db9-aee8-7c03fc7bbb36,jd-milestone,Milestone,/proyek,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",408,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
bdff7a4b-5137-4d34-9b33-80faff0e67e8,jd-evm,Earned Value (EVM),/proyek,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",409,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
7485899b-3065-442b-88ee-e2352e9dde34,jd-delay,Analisa Keterlambatan,/m/jd-delay,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",410,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
6ca7c9ff-6143-42c1-b0c1-e0ddf08dd5f3,jd-method,Method Statement,/m/jd-method,Dot,178c7f63-2d81-4a90-b03f-80de97e7f2d0,"[]",411,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
73d31104-4ac5-49d6-ae02-fbda2a1055ce,cc-rab,RAB,/proyek,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",501,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
2c401267-f7d2-4d60-a87f-a7589646bafe,cc-rap,RAP,/estimasi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",502,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
278034fb-f961-41d7-8c9a-bcfd81ff9a94,cc-revisi,Revisi Anggaran,/m/cc-revisi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",503,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
cdd22cc3-ff89-488c-a1e7-b03750e48d1f,cc-commitment,Commitment Tracking,/estimasi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",504,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
b05d0a18-3754-4d71-a499-6d1026020cf8,cc-acl,Actual Cost Ledger,/estimasi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",505,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
7a8ab0a4-fd46-4afc-b600-b9f329940201,cc-etc,Cost-to-Complete,/proyek,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",506,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
a3b6bbca-aba9-46a6-8e79-b6f6ef3cc245,cc-cashflow,Proyeksi Kas,/estimasi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",507,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
320f6795-5244-4ded-87bd-a0daba3a04ce,cc-contingency,Manajemen Contingency,/m/cc-contingency,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",508,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
21578683-0c7d-42aa-beb6-a02a8447afae,cc-varians,Analisa Varians,/estimasi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",509,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
3f5547f2-2f2a-4d56-b187-2db0cfb5e22a,cc-profit,Profitabilitas Proyek,/laporan,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",510,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
33f6f335-ca97-44fc-804d-ddce9d320a66,cc-wip,WIP / PSAK,/laporan,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",511,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
6f1ba6d2-33ed-431a-841e-3d91f4a930a3,cc-cvr,Cost Value Reconciliation,/m/cc-cvr,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",512,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
75437415-169e-4ab1-9eec-35a7a4b53812,cc-pagu-material,Pagu Belanja Material,/estimasi,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",513,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
62bf9161-afe3-419a-8969-2fa383a7fec0,cc-bac,Cost Baseline (BAC),/proyek,Dot,9a762cb6-376e-442f-9c76-a0adcbd36574,"[]",514,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
157af2ad-3fa0-4831-9de8-4d6a0a67527a,pr-mr,Material Request,/procurement,Dot,fddac7cf-676a-4b37-9f6b-11c51efb0a22,"[]",601,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
7f6ff22c-224c-4d33-b51b-f1aaf8ca22bd,pr-rfq,RFQ ke Vendor,/m/pr-rfq,Dot,fddac7cf-676a-4b37-9f6b-11c51efb0a22,"[]",602,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
71232079-524a-4fab-aa93-b591d6375620,pr-tabulasi,Perbandingan Penawaran,/m/pr-tabulasi,Dot,fddac7cf-676a-4b37-9f6b-11c51efb0a22,"[]",603,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
09487cea-8af3-49dc-a138-08b01447a976,pr-po,Purchase Order,/procurement,Dot,fddac7cf-676a-4b37-9f6b-11c51efb0a22,"[]",604,main,true,2026-08-01T06:56:21.587Z,2026-08-01T06:56:21.587Z
