id,project_id,reported_by,pct_overall,weather,worker_count,notes,logged_at,created_at,mode,rab_item_id,pct_completion
9f050000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000005,a0000000-0000-0000-0000-000000000006,20.00,Cerah,6,Plester fasad baru 50% selesai,2026-06-07T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f060000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000006,a0000000-0000-0000-0000-000000000004,8.00,Cerah,15,Galian bore pile dan cor pondasi telapak,2026-01-25T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f060000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000006,a0000000-0000-0000-0000-000000000004,18.00,Cerah,18,Kolom lantai 1 sampai 60% selesai,2026-02-28T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f060000-0000-0000-0000-000000000003,c0000000-0000-0000-0000-000000000006,a0000000-0000-0000-0000-000000000015,30.00,Cerah,20,Balok dan plat lantai 1 selesai,2026-04-01T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f060000-0000-0000-0000-000000000004,c0000000-0000-0000-0000-000000000006,a0000000-0000-0000-0000-000000000015,35.00,Berawan,18,Kolom lantai 2 mulai dikerjakan,2026-05-15T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f070000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000007,15.00,Cerah,8,"Bongkaran selesai, mulai cor pondasi",2025-11-15T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f070000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000007,35.00,Cerah,10,Struktur bata lantai 1 selesai,2025-12-20T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f070000-0000-0000-0000-000000000003,c0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000007,55.00,Cerah,10,Plester dan acian selesai 70%,2026-02-15T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f070000-0000-0000-0000-000000000004,c0000000-0000-0000-0000-000000000007,a0000000-0000-0000-0000-000000000003,70.00,Cerah,8,"Keramik lantai 1 selesai, cat primer",2026-04-10T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f080000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000008,a0000000-0000-0000-0000-000000000014,5.00,Cerah,12,Mobilisasi alat dan marking lokasi,2026-04-10T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f080000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000008,a0000000-0000-0000-0000-000000000014,15.00,Cerah,15,Galian basement tahap 1 selesai 60%,2026-05-20T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f110000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000011,a0000000-0000-0000-0000-000000000013,15.00,Cerah,12,Galian pondasi selesai,2026-03-01T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f110000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000011,a0000000-0000-0000-0000-000000000013,30.00,Cerah,14,Pondasi telapak dan sloof selesai,2026-04-01T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f110000-0000-0000-0000-000000000003,c0000000-0000-0000-0000-000000000011,a0000000-0000-0000-0000-000000000015,50.00,Berawan,16,"Cor lantai gudang 50% selesai, rangka baja mulai",2026-05-15T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f130000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000013,a0000000-0000-0000-0000-000000000005,30.00,Cerah,5,Pondasi dan dinding tambah ruang selesai,2026-03-20T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f130000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000013,a0000000-0000-0000-0000-000000000005,60.00,Cerah,5,Atap carport dan dinding plester selesai,2026-04-25T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f130000-0000-0000-0000-000000000003,c0000000-0000-0000-0000-000000000013,a0000000-0000-0000-0000-000000000002,80.00,Cerah,4,Keramik dan cat 70% selesai,2026-05-25T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f140000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000014,a0000000-0000-0000-0000-000000000007,30.00,Cerah,6,Bongkaran dan partisi baru selesai,2026-01-10T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f140000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000014,a0000000-0000-0000-0000-000000000007,60.00,Cerah,6,Lantai vinyl dan plafon selesai,2026-02-20T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f140000-0000-0000-0000-000000000003,c0000000-0000-0000-0000-000000000014,a0000000-0000-0000-0000-000000000007,85.00,Cerah,5,Cat dan MEP selesai,2026-03-25T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
9f140000-0000-0000-0000-000000000004,c0000000-0000-0000-0000-000000000014,a0000000-0000-0000-0000-000000000003,95.00,Cerah,4,Final touch dan bersih-bersih,2026-04-20T01:00:00.000Z,2026-06-13T16:41:44.391Z,daily,,
dc776cb5-f63e-46d2-9f17-0b488d81f40d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasang papan bouwplank — 100%,2026-02-06T00:00:00.000Z,2026-06-16T15:23:50.555Z,detail,2ee11601-1da4-43c4-83b8-f7a00a5cd55c,100.00
2d8230cd-a183-486f-a97e-4a7cb79e4506,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pagar Proyek — 100%,2026-02-06T00:00:00.000Z,2026-06-16T15:23:50.710Z,detail,a23701d1-2755-4e50-8d5f-f5ceaea355ea,100.00
6f9b17a2-cfef-4715-b528-beb8481a0cf5,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Air Kerja — 100%,2026-02-06T00:00:00.000Z,2026-06-16T15:23:50.853Z,detail,0149038b-5913-4f52-b355-71ad21b329ea,100.00
41db43a8-b40d-4c8c-9061-41a964283e8d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Listrik kerja — 100%,2026-02-06T00:00:00.000Z,2026-06-16T15:23:51.015Z,detail,2049d7f0-8833-4e42-be6e-d2efddfca4bb,100.00
237e48ca-8c58-4573-96e0-05901131abe2,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kebersihan lokasi (dari mulai pekerjaan s/d akhir) — 100%,2026-02-06T00:00:00.000Z,2026-06-16T15:23:51.152Z,detail,d5d9413a-8614-4e10-b956-299f23876475,100.00
0e12c839-a428-4a3b-8407-bcaa548caa25,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Galian Tanah Pondasi Batu Kali — 100%,2026-03-04T00:00:00.000Z,2026-06-16T15:23:51.304Z,detail,9889d338-e68a-4513-b9d6-1ba9dc241d91,100.00
a6cfc81a-e089-4a20-bd08-22e67337f13e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Galian Tanah Foot Plat — 100%,2026-03-04T00:00:00.000Z,2026-06-16T15:23:51.456Z,detail,027a4a70-9d90-4762-8a36-99771ef32792,100.00
216648ea-02c5-4947-9f87-5feddde2ffaf,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Galian Tanah Area Carport — 100%,2026-03-04T00:00:00.000Z,2026-06-16T15:23:51.580Z,detail,a95906ef-9ba6-4485-983a-088d7bd238f3,100.00
46652bc7-1fb8-406a-9a98-8fc23597d147,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Galian Retaining Wall — 100%,2026-03-04T00:00:00.000Z,2026-06-16T15:23:51.706Z,detail,125ebe59-3bbd-42a8-bada-87c711b66519,100.00
4dccc238-7a09-4290-998e-7d081f73891f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Urugan Tanah Kembali — 100%,2026-03-04T00:00:00.000Z,2026-06-16T15:23:51.823Z,detail,e92650b3-768f-4296-8d4a-1cb5e6dda160,100.00
6d4c47bc-d355-4c79-a379-b433199fd719,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pengeboran Tanah Bored Pile Æ 300 — 100%,2026-03-04T00:00:00.000Z,2026-06-16T15:23:51.946Z,detail,d0021af7-ccca-45b6-8323-71213f35c8b6,100.00
d26600e4-d66c-4b36-b3f6-697f0a226a8d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Bored Pile Æ 300 — 100%,2026-03-12T00:00:00.000Z,2026-06-16T15:23:52.069Z,detail,5fb2c3ad-db81-47c9-a115-d1c50186b40d,100.00
8afc5e7a-6bc6-4881-b6bd-29c184d37aa5,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Sloof TB3 — 100%,2026-03-12T00:00:00.000Z,2026-06-16T15:23:52.173Z,detail,c511e1cf-d887-442f-a92c-52dbd9f955b1,100.00
d5dbe0ca-0cf6-4913-8c61-ff717d9fc452,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Sloof TB5A — 100%,2026-03-12T00:00:00.000Z,2026-06-16T15:23:52.258Z,detail,4666e727-f3d1-4e1b-b7c9-660fff85240f,100.00
5cab09e9-d082-42a3-9b3e-06fe38108131,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 95%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.340Z,detail,1d6bdb0e-22d5-4b3a-9f6d-a9c7b0edaf45,95.00
e6e4fdc8-1310-4fb8-8bcd-f9002767274a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 95%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.423Z,detail,1081b34f-b419-48cb-94b9-de10e678dbb9,95.00
79b1b5b3-6725-4303-975c-e534b93083af,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 95%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.504Z,detail,6f24960e-9321-4244-8bf6-d06eab537a2a,95.00
5ac9e178-64ce-45e9-ac62-0b2cdd318bf5,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.588Z,detail,a3532d51-6194-452c-98a0-200d4ed366ea,80.00
1bc5dd04-c676-4643-8548-793587c097bb,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.683Z,detail,05f14f5f-ffc8-40d2-9b7d-fddcc2d10caf,80.00
3b03e705-0770-4ce5-9d71-1f748d956c4b,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.780Z,detail,3844f47f-61f2-47dd-8fcf-54dc8e468b2e,80.00
8d81f78d-24fb-46b0-9ee2-c4ec410d132f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:52.885Z,detail,00ead64e-104a-4923-9ed0-20158ae9d201,80.00
db766654-20bf-46af-8bf3-b0121b31c789,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:53.002Z,detail,f60662d3-6add-4835-aca1-8ea1e5b22448,80.00
d54168cc-c7a8-4740-8786-d4e9d0d2976e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:53.123Z,detail,0ac3524e-7053-48ac-9425-9a61efbb9b70,80.00
07813903-2ca9-4e9f-a36a-2b76cab53b21,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Kolom — 80%,2026-04-05T00:00:00.000Z,2026-06-16T15:23:53.232Z,detail,20364c1c-77dc-4f79-b50a-d09c396d3447,80.00
3076174b-b678-4089-8444-bb3f5a615490,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.317Z,detail,967d2136-9067-4fe4-a313-a89fe4d74f7c,75.00
eaf15252-7223-41b8-9d67-f86dcd903ab6,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.397Z,detail,84257f39-210a-4e25-9893-3a2cd241e6f7,75.00
a1eaea28-ee4e-4b6f-bcbd-141317938dde,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.484Z,detail,b09c38e8-391e-40ab-bd0c-78f69445df8a,75.00
7b21fd60-cda6-4792-9c6d-4be5e7a27a3b,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.581Z,detail,c1931bf2-96e0-45d6-88e8-0a793b8c845b,75.00
9ba8ecd8-f0ab-48a2-a7ac-599e01093257,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.672Z,detail,3c80a9da-fe56-4aee-b605-26a4fe57ab16,75.00
69b8c5c5-3a06-4de0-ba1e-c0aad5783993,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.777Z,detail,29070f47-6130-4f7f-a48c-121b6d07c186,75.00
360f95d2-eb2f-4e90-88f1-b023040237cc,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.873Z,detail,eb06d21c-1f88-4980-b943-9fc73f79b404,75.00
77526e5c-d888-4e03-a239-be5567c78d1e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:53.964Z,detail,5623c833-dd3f-4352-879b-f71e1851505a,75.00
9f7630e4-27ec-4712-b392-fbf9db1a62f6,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:54.058Z,detail,81e34a56-4d89-457d-9f4e-7784bd238359,75.00
17f9b304-b022-4df1-b19e-534765ccaa74,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:54.146Z,detail,8ad5d1d8-0a77-4787-97c5-37a4219615d7,75.00
876b093d-def5-4887-86f6-0cf716e62424,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Balok — 75%,2026-04-15T00:00:00.000Z,2026-06-16T15:23:54.247Z,detail,b35f773e-d007-4d4e-b9df-5cad8ec7dba9,75.00
13726098-07a3-4d6f-b9f2-da2bbbcffb60,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Lantai Beton tebal 7cm Lt Dasar ( tanpa tulangan) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.343Z,detail,85bfc93f-4c46-402e-9d5b-c4e4da591f3e,80.00
dab76ba8-6b2e-47fd-a479-93b82684a940,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Lantai Beton tebal 12 cm Lt.1 (tulangan double) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.430Z,detail,79ffb05c-3cfc-4a27-9b3c-fc175e8e5be2,80.00
b69b6391-a347-4dd7-b440-bf2689682083,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Lantai Beton tebal 12 cm Lt.2 (tulangan double) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.523Z,detail,995cd83e-8d71-4030-9d26-c97da463d86c,80.00
bba44eff-ff63-4dd4-88b7-f94f8ce98b3d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Lantai Beton tebal 12 cm Lt.3 (tulangan double) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.608Z,detail,d22c2433-11bc-491d-8f46-4fc440761668,80.00
245e4f1b-3ada-4fe2-bde9-7f8c26c5b7a6,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Beton Carpot tebal 10 cm (tanpa tulangan ) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.708Z,detail,6ff4b127-7370-4678-b98f-a9bfbd7d86d7,80.00
0bf25fc5-d8c9-40f9-b1da-a3e8a6bdad97,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Beton Dak Lt.3 tebal 10 cm (tulangan double ) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.794Z,detail,e8622eca-4f9b-4039-b854-b238f9899f81,80.00
8ff59ffe-bdab-4f91-9b43-cc89f221a23d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plat Canopy tebal 10cm (tulangan double) — 80%,2026-04-20T00:00:00.000Z,2026-06-16T15:23:54.882Z,detail,d95fb599-66d2-49a4-ae32-509570f8ae07,80.00
f50eb381-7385-4cf9-a601-08f32232e36a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Batu Kali — 100%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:54.998Z,detail,97f63a20-012a-4176-936f-b36a2b2d9018,100.00
7c20e952-2535-4883-9d1f-e7b7fcbd91f9,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Rolaag Bata — 100%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.138Z,detail,eabe2c91-aa85-476e-aa41-6aa53c082525,100.00
fd877157-3f1e-4751-a19c-dce7359ca23e,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata Transram 1pc : 3ps — 100%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.240Z,detail,f9b16571-f3cd-4230-90d9-9d64f7d6ea3b,100.00
91a8b812-3ae2-4478-8843-8a77547e7c85,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata 1pc : 5ps — 100%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.339Z,detail,7c481ff3-4ba8-445c-8a46-4553370428af,100.00
07011bff-a1a3-419a-a579-22e425fd048d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding Trasram 1pc : 3ps — 100%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.455Z,detail,d8c06984-f3bd-46bc-a61e-1abac9cd6bd0,100.00
31e16d07-32a1-4cbc-8277-41d50504416d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding 1pc : 5ps — 100%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.559Z,detail,80dd8111-8a52-4a57-b167-98e5ffa62cea,100.00
deed7642-efae-4425-b028-b1999102e13f,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Acian — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.675Z,detail,5bc65806-e59e-4b4d-a370-8161a7b70129,70.00
a5e19ada-02db-4098-824e-baec236be48b,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Finishing lubang kusen Allumunium — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.787Z,detail,45732f5c-37d2-4102-8c21-f3174e793149,70.00
578beeb4-8d3d-4ee5-9c0c-6ed12f1e0cbb,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata Transram 1pc : 3ps — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:55.892Z,detail,40bf0d09-605f-4322-b11b-143fd62e6c40,70.00
faddfda4-0e97-451b-82bf-beda88e4e61d,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata 1pc : 5ps — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:56.004Z,detail,647e6c48-202e-43cc-a5dd-85ff1102aef0,70.00
afc6b47c-c18f-40b3-a4dc-cb7931c0246a,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding Trasram 1pc : 3ps — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:56.109Z,detail,09f941ac-f8f3-4dc3-b716-eba7bcd5aa05,70.00
48660e7a-36c2-4411-bd16-bef915a60da6,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding 1pc : 5ps — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:56.232Z,detail,d1c7be83-a58e-4336-9857-9bc3c40f988c,70.00
d9d273c9-4137-4b3a-8caf-6be49dece776,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Acian — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:56.336Z,detail,f8ef319e-c6d0-407b-933a-651f3d94794d,70.00
0ea2e11b-f005-4e55-9c20-dc4462cc35c1,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Finishing lubang kusen Allumunium — 70%,2026-04-28T00:00:00.000Z,2026-06-16T15:23:56.454Z,detail,0f62a8a1-0bd8-4374-abaf-27b6f7ec3816,70.00
0c98c0aa-90ea-46e0-a759-21ec0c3fb1af,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata Transram 1pc : 3ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:56.562Z,detail,df7c50ca-de4d-4f2f-8ffb-247b992a0097,50.00
36ccb5e3-93ee-454f-a7af-9450413e0e68,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata 1pc : 5ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:56.672Z,detail,4a35c239-3f65-4f20-8892-1e3008306c36,50.00
c4714e68-b580-4e13-b1d1-a29aeb78cd36,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding Trasram 1pc : 3ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:56.769Z,detail,7aa93f68-ad14-46ae-a1d8-e6d7b909a3ce,50.00
10bfb894-93d4-443a-806f-a7315f7da383,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Plesteran Dinding 1pc : 5ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:56.862Z,detail,5817abd8-db2a-4cc6-83a9-7b1138bf7f93,50.00
651bcdab-09a7-4a45-8af4-42963056f9f0,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Acian — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:56.962Z,detail,8d129aa9-3fc9-4395-9b5e-9090d04b1afd,50.00
e28e7eaa-1f50-4b19-ae74-2323391a3802,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Finishing lubang kusen Allumunium — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.062Z,detail,b3435d5d-2efa-4e22-b80d-89cd31e1c45c,50.00
e272dcab-578a-43b0-8fce-bc0385e455a9,c0000000-0000-0000-0000-000000000001,a0000000-0000-0000-0000-000000000002,,,,Progress update Pasangan Dinding 1/2 Bata Transram 1pc : 3ps — 50%,2026-05-12T00:00:00.000Z,2026-06-16T15:23:57.169Z,detail,14c7df65-daaa-4f44-ae8b-222e79e1d1c7,50.00
