id,company_id,code,name,type,parent_id,is_active,description,created_at,created_by,updated_at
4a081b36-34ec-4153-a733-b76a3afd191d,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,1500,Aset Tetap,asset,34ce73d1-78ab-479e-afdd-a533d5cc8721,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
db1b7602-836c-435e-b2d9-595e8c9f1499,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,1510,Peralatan & Alat Berat,asset,4a081b36-34ec-4153-a733-b76a3afd191d,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
36f456ed-600c-43a3-a7b2-e2d3dc98882a,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,1511,Akumulasi Penyusutan,asset,4a081b36-34ec-4153-a733-b76a3afd191d,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
e1833c37-85d8-460b-a875-1f8851a0db67,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,2110,Utang Supplier,liability,d4cb33db-b4fc-4cbd-8dde-25df49923eb4,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
2deaf810-cb0b-4e59-9444-cccced725763,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,2120,Utang Upah,liability,d4cb33db-b4fc-4cbd-8dde-25df49923eb4,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
320a9787-9d2a-4df7-a081-70a5ed62e8b1,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,2130,Utang Pajak,liability,d4cb33db-b4fc-4cbd-8dde-25df49923eb4,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
eff19d3f-b30c-491d-bf99-06259a0468ff,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,2140,Utang Subkontraktor,liability,d4cb33db-b4fc-4cbd-8dde-25df49923eb4,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
8428d436-c32a-4034-ab65-0f6cab822085,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,2150,Uang Muka Klien,liability,d4cb33db-b4fc-4cbd-8dde-25df49923eb4,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
f47733f1-8d98-4a4c-8ec8-225d539679e0,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,3110,Modal,equity,eb01a36c-6675-4a39-8edf-1a7720d9c39d,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
eadaefd6-551d-454e-be9e-a3e4294cdac3,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,3120,Laba Ditahan,equity,eb01a36c-6675-4a39-8edf-1a7720d9c39d,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
9cc16670-9ca8-42d9-9fab-b4d026ec3a95,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,4110,Pendapatan Jasa Konstruksi,revenue,cb2f9724-fa67-4487-b5f4-7430808dad63,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
21328ce9-4af4-4ee7-b70f-9c3d51d0f687,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,4120,Pendapatan Termin,revenue,cb2f9724-fa67-4487-b5f4-7430808dad63,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
7daa3b49-6a98-471f-8783-cf48685a9457,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,4130,Retensi,revenue,cb2f9724-fa67-4487-b5f4-7430808dad63,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
c002e9c0-508b-48a1-8662-ccb76c417451,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5110,Biaya Upah Mandor,expense,c3fb9ccb-b5ea-4cdb-9f1b-4bf72c729d53,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
7476fff0-12df-46db-aaec-1f0966dcc20d,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5210,Biaya Material,expense,c3fb9ccb-b5ea-4cdb-9f1b-4bf72c729d53,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
581f3033-f0d5-4862-a4da-2a9d9e357707,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5310,Biaya Subkontraktor,expense,c3fb9ccb-b5ea-4cdb-9f1b-4bf72c729d53,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
9c70318d-199c-411e-820c-e91e738a505e,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5410,Biaya Sewa Alat,expense,c3fb9ccb-b5ea-4cdb-9f1b-4bf72c729d53,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
54e1c78c-5349-445e-93d7-0c5196f21b01,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5910,Gaji Staf,expense,879b40a9-6d80-46db-b6c2-89c94c18c203,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
af80f979-9aa9-440b-970f-bc6ff3fbc677,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5920,Sewa Kantor,expense,879b40a9-6d80-46db-b6c2-89c94c18c203,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
d2b0663b-78de-4120-8d49-bef12921e878,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5930,Utilitas,expense,879b40a9-6d80-46db-b6c2-89c94c18c203,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
94f0a601-386f-43d2-a73c-c6f9e12ab43a,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,5940,Biaya Umum Lain,expense,879b40a9-6d80-46db-b6c2-89c94c18c203,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:04:31.265Z
ba034416-e7d5-47a5-9f7d-0906003d085d,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,1111,Kas Kantor,asset,5ed59708-b609-4de0-bbb2-074d4e66a77a,true,,2026-08-02T14:04:31.265Z,,2026-08-02T14:05:33.137Z
f50b6e18-fea0-4f8c-9861-6d1104580b36,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,1122,Uang Muka Mandor,asset,fcc44bd6-54f4-43c6-98e3-620106c44d19,true,,2026-08-02T14:05:30.367Z,,2026-08-02T14:05:30.367Z
