id,code,name,description,cost_code_id,source,reference_standard,version_number,waste_factor,sequence,status,activated_at,created_at,created_by,updated_at,updated_by,output_unit_code,edition_id,is_import_baseline,edited_from,edit_type,edit_reason,derived_from_assembly_id,derived_from_edition_id,created_in_estimate_id,company_id
25f30963-c372-4779-8d2c-00d223cf10b8,3.6.1.9,"Pemasangan 1 m2 dinding bata merah tebal 1/2 batu dengan mortar tipe O,fc’ 2,4 MPa (Setara Campuran 1SP : 5PP)",,bb22e689-cdc8-4dd7-9a79-1443882fcd01,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T13:51:14.376Z,2026-07-26T13:51:14.190Z,a0000000-0000-0000-0000-000000000001,2026-07-26T13:51:14.376Z,,m2,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
a03e4c24-44f9-4e3c-a152-220fc623069e,3.6.1.10,Pemasangan 1 m2 dinding bata merah tebal 1/2 batu campuran 1SP : 6PP,,bb22e689-cdc8-4dd7-9a79-1443882fcd01,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T13:51:14.606Z,2026-07-26T13:51:14.421Z,a0000000-0000-0000-0000-000000000001,2026-07-26T13:51:14.606Z,,m2,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
ef10dac1-d9c0-440a-aa96-09aa760d9df6,1.2.1.1.1,Penggalian 1 m3 tanah biasa sedalam 0 s.d. 1 m untuk volume s.d. 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:29.667Z,2026-07-26T19:45:29.571Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:29.667Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
4a24ae3f-5a41-40f7-811a-a108520e48e7,1.2.1.1.3,Penggalian 1 m3 tanah biasa sedalam 0 s.d. 1 m untuk volume > 2.000 m3 secara Manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:29.859Z,2026-07-26T19:45:29.812Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:29.859Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
1c203046-66be-40f8-916d-0fc86b16918f,1.2.1.1.4,Penggalian 1 m3 tanah biasa sedalam > 1 s.d. 2 m untuk volume s.d 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:29.950Z,2026-07-26T19:45:29.904Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:29.950Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
98a5dfcc-b765-4661-a435-cf706a3ec082,1.2.1.1.5,Penggalian 1 m3 tanah biasa sedalam > 1 s.d. 2 m untuk volume > 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.041Z,2026-07-26T19:45:29.995Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.041Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
d2ec28d4-7335-4c13-9979-b8a6b2f02fdc,1.2.1.1.6,Penggalian 1 m3 tanah biasa sedalam > 2 s.d. 3 m untuk volume s.d 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.139Z,2026-07-26T19:45:30.092Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.139Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
14c7dd91-0785-4ed5-847a-3605349c6e50,1.2.1.1.7,Penggalian 1 m3 tanah biasa sedalam > 2 s.d. 3 m untuk volume > 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.231Z,2026-07-26T19:45:30.185Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.231Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
034b8d23-4694-4cf5-91b6-d0b6a26480ed,1.2.1.1.8,"Penggalian 1 m3 tanah biasa sedalam > 3 m, setiap penambahan kedalaman 1 m secara manual",,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.321Z,2026-07-26T19:45:30.276Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.321Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
f702ddc3-4d06-408e-8e9a-03d3a1d29502,1.2.1.2.1,Penggalian 1 m3 tanh biasa sedalam > 0 s.d 1 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.413Z,2026-07-26T19:45:30.366Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.413Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
5d4aae69-3007-4b2c-aed9-0e99f5b1d2ba,1.2.1.2.2,Penggalian 1 m3 tanah biasa sedalam >1 s.d 2 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.504Z,2026-07-26T19:45:30.458Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.504Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
2694b19e-30f7-4ecf-a2b9-c27831e247bf,1.2.1.2.3,Penggalian 1 m3 tanah biasa sedalam >2 s.d 3 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.595Z,2026-07-26T19:45:30.549Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.595Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
a76e93a7-3668-4b43-8195-e316777eb970,1.2.1.2.4,Penggalian 1 m3 tanah biasa > 3 m untuk setiap  penambahan kedalaman 1 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.686Z,2026-07-26T19:45:30.640Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.686Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
d81288bf-f815-4599-87e6-d5c42f91969d,1.2.2.1.1,Penggalian 1 m3 pasir sedalam >0 s.d 1 m secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.776Z,2026-07-26T19:45:30.730Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.776Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
9e9ebfff-114c-4ac8-b2ac-16a0e0966d10,1.2.2.1.2,Penggalian 1 m3 pasir sedalam > 1 s.d 2 m secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.868Z,2026-07-26T19:45:30.822Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.868Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
415386dc-6b80-4711-a3d3-21903463794e,1.2.2.1.3,Penggalian 1 m3 pasir sedalam > 2 s.d 3 m secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:30.959Z,2026-07-26T19:45:30.913Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:30.959Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
99456fdb-e022-41c6-8deb-372e62c1bd5a,1.2.2.1.4,Penggalian 1 m3 pasir sedalam >  3 m  tiap tambahan dalam 1 msecara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.050Z,2026-07-26T19:45:31.004Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.050Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
2c9542b0-bfb1-4a43-a14d-02938612b034,1.2.2.2.1,Penggalian 1 m3 pasir sedalam >  0 s.d 1 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.142Z,2026-07-26T19:45:31.095Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.142Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
b31aaaec-9e01-4549-9234-a043040d634c,1.2.2.2.2,Penggalian 1 m3 pasir sedalam >  1 s.d 2 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.233Z,2026-07-26T19:45:31.187Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.233Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
860aa5a7-702c-4484-9411-2f8dfbbd60a8,5.1.1.12.48,Pemasangan 1 Unit Kabel Tray (Horizontal) 500 x 100 mm TRC OCP,,7b4a8d26-3dab-4db1-b1a8-3a244884b051,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:47:10.598Z,2026-07-26T19:47:10.551Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:47:10.598Z,,unit,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
58baf63a-0965-4575-92b3-66acdc3b6348,1.2.2.2.3,Penggalian 1 m3 pasir sedalam >  2 s.d 3 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.324Z,2026-07-26T19:45:31.278Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.324Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
1b16b52f-f3d2-4deb-a5a2-25c427afd757,1.2.2.2.4,Penggalian 1 m3 pasir sedalam >   3 m secara semi mekanis untuk setiap tambahan dalm 1 m,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.416Z,2026-07-26T19:45:31.369Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.416Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
0209de04-5ab9-4822-9ca1-472eafebbf8f,1.2.3.1.1,Penggalian 1 m3 tanah berbatu sedalam > 0 s.d 1 m secara Manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.507Z,2026-07-26T19:45:31.461Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.507Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
82d96c2c-44be-4bcb-aec4-9ca56a9ae110,1.2.3.1.2,Penggalian 1 m3 tanah berbatu sedalam > 1 s.d 2 m secara Manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.598Z,2026-07-26T19:45:31.552Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.598Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
50a53fc4-5d16-426e-b292-d94a81fbb778,1.2.3.1.3,Penggalian 1 m3 tanah berbatu sedalam > 2 s.d 3 m secara Manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.690Z,2026-07-26T19:45:31.643Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.690Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
1a483cad-3b7b-42c5-a9d4-92cee851c560,1.2.3.1.4,"Penggalian 1 m3 tanah berbatu sedalam >3 m, setiap tambah dalam 1 m secara Manual",,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.781Z,2026-07-26T19:45:31.735Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.781Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
229ead48-7d04-4c2f-8181-45160f3879bb,1.2.3.2.1,Penggalian 1 m3 tanah berbatu sedalam > 0 s.d 1 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.872Z,2026-07-26T19:45:31.826Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.872Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
0fb83661-f5cd-4fff-8d49-cac1e33c700d,1.2.3.2.2,Penggalian 1 m3 tanah berbatu sedalam > 1 s.d 2 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:31.964Z,2026-07-26T19:45:31.917Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:31.964Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
a922af63-07c9-4f58-870f-1561eb8f2ade,1.2.3.2.3,Penggalian 1 m3 tanah berbatu sedalam > 2 s.d 3 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.060Z,2026-07-26T19:45:32.010Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.060Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
2224689b-f820-452e-9a77-5d6fc9aaff00,1.2.3.2.4,"Penggalian 1 m3 tanah berbatu sedalam > 3 , setiap tambahan dalam 1 m secara semi mekanis",,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.152Z,2026-07-26T19:45:32.105Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.152Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
571fb02a-42e6-4093-844e-ade5582909a1,1.2.4.1.1,Penggalian 1 m3 cadas atau tanah keras sedalam > 0 s.d 1 m untuk volume s.d 200m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.243Z,2026-07-26T19:45:32.196Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.243Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
78f82c0e-529a-4d71-b21a-92f408724334,1.2.4.1.2,Penggalian 1 m3 cadas atau tanah keras sedalam > 0 s.d 1 m untuk volume > 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.333Z,2026-07-26T19:45:32.288Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.333Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
0c9927a1-36a6-4264-9225-405bf2c159dc,1.2.4.1.3,Penggalian 1 m3 cadas atau tanah keras sedalam > 1 s.d 2 m untuk volume s.d 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.425Z,2026-07-26T19:45:32.378Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.425Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
4369aa7b-2472-4d2e-956d-fad9f740dfcc,1.2.4.1.4,Penggalian 1 m3 cadas atau tanah keras sedalam > 1 s.d 2 m untuk volume > 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.515Z,2026-07-26T19:45:32.470Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.515Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
1ca18fd8-c436-4e54-8f28-87770b4941d1,1.2.4.1.5,Penggalian 1 m3 cadas atau tanah keras sedalam > 2 s.d 3 m untuk volume >s.d 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.607Z,2026-07-26T19:45:32.560Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.607Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
5583f265-a504-4f11-83e7-7541846cda5f,1.2.4.1.6,Penggalian 1 m3 cadas atau tanah keras sedalam > 3 m tiap tambahan dalam 1 m  secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.697Z,2026-07-26T19:45:32.651Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.697Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
002364af-8d57-4746-8390-27516b973fdc,1.2.4.2.1,Penggalian 1 m3 cadas atau tanah keras sedalam > 0 s.d 1 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.788Z,2026-07-26T19:45:32.742Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.788Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
9766ba01-0844-4422-bc51-32baefa86863,1.2.4.2.2,Penggalian 1 m3 cadas atau tanah keras sedalam > 1 s.d 2 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.879Z,2026-07-26T19:45:32.833Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.879Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
15a7cc60-8cf0-4924-b5ac-a94388e30188,1.2.4.2.3,Penggalian 1 m3 cadas atau tanah keras sedalam > 2 s.d 3 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:32.972Z,2026-07-26T19:45:32.924Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:32.972Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
7449852f-2ed7-4ed1-b33b-ca657e89d4d5,1.2.4.2.4,Penggalian 1 m3 cadas atau tanah keras sedalam > 3 m tiap tambahan dalam 1 m secara semi mekanis,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.065Z,2026-07-26T19:45:33.018Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.065Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
f747fe54-ced1-42a5-8ba7-620116f9b793,1.2.5.1.1,Penggalian 1 m3 galian lumpur sedalam >0 s.d 1 m untuk volume s.d 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.156Z,2026-07-26T19:45:33.110Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.156Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
7f813edd-ebf7-4ce3-84e1-741d631642d6,1.2.5.1.2,Penggalian 1 m3 galian lumpur sedalam >0 s.d 1 m untuk volume > 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.248Z,2026-07-26T19:45:33.201Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.248Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
45668abe-51fe-45df-83be-4961aa9924ba,1.2.5.1.3,Penggalian 1 m3 galian lumpur sedalam > 1 m s.d 2 m untuk volume s.d 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.339Z,2026-07-26T19:45:33.293Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.339Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
dd8e95ac-6d86-4cc5-88d9-0535febd7a3d,1.2.5.1.4,Penggalian 1 m3 galian lumpur sedalam > 1 m s.d 2 m untuk volume > 200 m3 secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.431Z,2026-07-26T19:45:33.384Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.431Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
c527a7ea-8360-4681-be59-993c3a871c53,1.2.5.1.5,Penggalian 1 m3 galian lumpur sedalam >  2 m s.d 3 m  secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.521Z,2026-07-26T19:45:33.475Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.521Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
6b9bc779-9031-4475-966b-0a1502806f37,1.2.5.1.6,Penggalian 1 m3 galian lumpur sedalam >   3 m setiap tambahan dalam 1 m  secara manual,,52a95db5-8ea8-4579-a062-054341c337bb,national,Cipta Karya,1,0.0000,"[]",active,2026-07-26T19:45:33.613Z,2026-07-26T19:45:33.567Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:45:33.613Z,,m3,51ee768b-ade2-4a23-89c9-bdc6320f61d3,true,,,,,,,
