id,assembly_id,resource_id,coefficient,sort_order,notes,created_at,company_id
63de7264-f950-4c74-b130-02d73ce227a5,c388e1d0-4291-4b00-941d-4ce78a2f8f86,72b12b40-902e-4236-952c-849fce31f2e7,0.010000,2,,2026-07-26T13:51:13.566Z,
4cf358b7-2ddf-434d-82ca-1e03a1456a20,c388e1d0-4291-4b00-941d-4ce78a2f8f86,2debabc9-ad43-4e45-88af-abff517c4319,0.003300,3,,2026-07-26T13:51:13.589Z,
b69f5caa-e6f4-4c08-aee9-3c542305d780,c388e1d0-4291-4b00-941d-4ce78a2f8f86,49b70194-1f93-4d37-9cc6-ea3dd1813268,71.910000,4,,2026-07-26T13:51:13.613Z,
962e9f6b-5888-4295-ab32-806733e79d04,c388e1d0-4291-4b00-941d-4ce78a2f8f86,452ad5ef-cb96-4058-ac56-33beab54be12,18.950000,5,,2026-07-26T13:51:13.635Z,
6b9f5442-f174-4f51-8f74-bdcc4fb9bf24,c388e1d0-4291-4b00-941d-4ce78a2f8f86,ffdfdc0b-6ef5-4e7b-a554-3011ce0899ac,0.038000,6,,2026-07-26T13:51:13.659Z,
312d6b74-ef19-4075-8d79-f5224f412c0d,ff7c6fa5-626f-495f-a692-c98258e18c6a,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.200000,0,,2026-07-26T13:51:13.749Z,
f1e970e2-4aea-4c1e-b54b-08e054dc2ce8,ff7c6fa5-626f-495f-a692-c98258e18c6a,49b21278-4309-4ed3-a208-d2519c58a88f,0.100000,1,,2026-07-26T13:51:13.772Z,
1fd11767-87ac-47aa-9bf1-8a24cb76471c,ff7c6fa5-626f-495f-a692-c98258e18c6a,72b12b40-902e-4236-952c-849fce31f2e7,0.010000,2,,2026-07-26T13:51:13.795Z,
79be1a9f-8f76-4968-9a30-d93e056170f3,ff7c6fa5-626f-495f-a692-c98258e18c6a,2debabc9-ad43-4e45-88af-abff517c4319,0.003300,3,,2026-07-26T13:51:13.818Z,
3d05929d-cf82-4238-a65f-6e8186883f77,ff7c6fa5-626f-495f-a692-c98258e18c6a,49b70194-1f93-4d37-9cc6-ea3dd1813268,71.910000,4,,2026-07-26T13:51:13.841Z,
6c967cc2-43ea-4e93-a4ce-b5b1ab412aeb,ff7c6fa5-626f-495f-a692-c98258e18c6a,452ad5ef-cb96-4058-ac56-33beab54be12,14.370000,5,,2026-07-26T13:51:13.864Z,
d070f2ac-45af-46ad-aed3-95e17eaebf34,ff7c6fa5-626f-495f-a692-c98258e18c6a,ffdfdc0b-6ef5-4e7b-a554-3011ce0899ac,0.040000,6,,2026-07-26T13:51:13.887Z,
aeb41a52-4c96-4204-b3ec-62a729815cc2,ea449a98-315b-4c3f-91bb-c93950ac863e,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.200000,0,,2026-07-26T13:51:13.978Z,
419fefe7-281c-44ce-8ce1-02c99dfb572f,ea449a98-315b-4c3f-91bb-c93950ac863e,49b21278-4309-4ed3-a208-d2519c58a88f,0.100000,1,,2026-07-26T13:51:14.001Z,
782d59cb-aef3-4483-83aa-2aa466b2cbef,ea449a98-315b-4c3f-91bb-c93950ac863e,72b12b40-902e-4236-952c-849fce31f2e7,0.010000,2,,2026-07-26T13:51:14.024Z,
e74263ed-9b7d-4744-9bd7-859a787467b5,ea449a98-315b-4c3f-91bb-c93950ac863e,2debabc9-ad43-4e45-88af-abff517c4319,0.003300,3,,2026-07-26T13:51:14.047Z,
3da6126b-dd13-4ab3-a1ea-54afca686844,ea449a98-315b-4c3f-91bb-c93950ac863e,49b70194-1f93-4d37-9cc6-ea3dd1813268,71.910000,4,,2026-07-26T13:51:14.075Z,
300ca60d-03c6-4a54-94f4-82e9ea4e9388,ea449a98-315b-4c3f-91bb-c93950ac863e,452ad5ef-cb96-4058-ac56-33beab54be12,11.500000,5,,2026-07-26T13:51:14.098Z,
89fec310-1724-43d1-b46e-4ab35c5e2127,ea449a98-315b-4c3f-91bb-c93950ac863e,ffdfdc0b-6ef5-4e7b-a554-3011ce0899ac,0.043000,6,,2026-07-26T13:51:14.122Z,
ac90749e-070e-41db-a6d4-dd6e65fcc26f,25f30963-c372-4779-8d2c-00d223cf10b8,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.200000,0,,2026-07-26T13:51:14.213Z,
895bcce1-6d0b-437d-9672-34dfe08644b7,25f30963-c372-4779-8d2c-00d223cf10b8,49b21278-4309-4ed3-a208-d2519c58a88f,0.100000,1,,2026-07-26T13:51:14.236Z,
737c2e2a-8229-4bc8-a4e6-448eb833d2c0,25f30963-c372-4779-8d2c-00d223cf10b8,72b12b40-902e-4236-952c-849fce31f2e7,0.010000,2,,2026-07-26T13:51:14.259Z,
022fad1e-d7c8-4aac-bc34-61001960e724,25f30963-c372-4779-8d2c-00d223cf10b8,2debabc9-ad43-4e45-88af-abff517c4319,0.003300,3,,2026-07-26T13:51:14.282Z,
e15dacf4-1ffd-4d7b-a735-529bf8a76081,25f30963-c372-4779-8d2c-00d223cf10b8,49b70194-1f93-4d37-9cc6-ea3dd1813268,71.910000,4,,2026-07-26T13:51:14.305Z,
29d271c8-f876-41ba-97c1-dd951ac181f9,25f30963-c372-4779-8d2c-00d223cf10b8,452ad5ef-cb96-4058-ac56-33beab54be12,9.680000,5,,2026-07-26T13:51:14.328Z,
cadf679e-f9e1-46ec-b540-6abbc34037df,25f30963-c372-4779-8d2c-00d223cf10b8,ffdfdc0b-6ef5-4e7b-a554-3011ce0899ac,0.045000,6,,2026-07-26T13:51:14.351Z,
ef3f322b-36f8-4e8f-b71a-8f5800734c39,a03e4c24-44f9-4e3c-a152-220fc623069e,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.200000,0,,2026-07-26T13:51:14.444Z,
cd97334e-ebee-46bc-a3f8-9f7eafe30b4a,a03e4c24-44f9-4e3c-a152-220fc623069e,49b21278-4309-4ed3-a208-d2519c58a88f,0.100000,1,,2026-07-26T13:51:14.468Z,
ca4c5b08-b31a-4c51-851b-5f0285824b9a,a03e4c24-44f9-4e3c-a152-220fc623069e,72b12b40-902e-4236-952c-849fce31f2e7,0.010000,2,,2026-07-26T13:51:14.491Z,
b3adfc9a-6afe-42af-b95b-ef5e0e5c5389,a03e4c24-44f9-4e3c-a152-220fc623069e,2debabc9-ad43-4e45-88af-abff517c4319,0.003300,3,,2026-07-26T13:51:14.514Z,
dcdfea1b-e3c9-47ae-88b3-1a9451b1093f,a03e4c24-44f9-4e3c-a152-220fc623069e,49b70194-1f93-4d37-9cc6-ea3dd1813268,71.910000,4,,2026-07-26T13:51:14.537Z,
26ffb05a-b272-4895-bc3b-cef76c6a9e89,a03e4c24-44f9-4e3c-a152-220fc623069e,452ad5ef-cb96-4058-ac56-33beab54be12,8.320000,5,,2026-07-26T13:51:14.560Z,
07090d2e-07dd-4b27-8771-2376aaed0741,a03e4c24-44f9-4e3c-a152-220fc623069e,ffdfdc0b-6ef5-4e7b-a554-3011ce0899ac,0.049000,6,,2026-07-26T13:51:14.583Z,
2e4e69d9-7a84-4cfa-8866-f0a0cc295934,ef10dac1-d9c0-440a-aa96-09aa760d9df6,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.750000,0,,2026-07-26T19:45:29.623Z,
d429e054-22a0-4fad-a569-22e0064c1f79,ef10dac1-d9c0-440a-aa96-09aa760d9df6,2debabc9-ad43-4e45-88af-abff517c4319,0.038000,1,,2026-07-26T19:45:29.623Z,
bb4c96c3-9df6-42ae-a0f7-f76e46397905,844964e3-cc8a-46c5-9efa-926a43605f21,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.563000,0,,2026-07-26T19:45:29.744Z,
373f812a-1d59-488b-afa7-c31b56956092,844964e3-cc8a-46c5-9efa-926a43605f21,2debabc9-ad43-4e45-88af-abff517c4319,0.056300,1,,2026-07-26T19:45:29.744Z,
58f39807-2310-45ad-b2c1-fc37dae5fb24,4a24ae3f-5a41-40f7-811a-a108520e48e7,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.400000,0,,2026-07-26T19:45:29.836Z,
37cf9ced-80dc-499f-bc89-cf7ce575fb0b,4a24ae3f-5a41-40f7-811a-a108520e48e7,2debabc9-ad43-4e45-88af-abff517c4319,0.040000,1,,2026-07-26T19:45:29.836Z,
0ee2b079-919b-4a75-948b-aa76f6cb493b,1c203046-66be-40f8-916d-0fc86b16918f,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.900000,0,,2026-07-26T19:45:29.927Z,
2068a51b-1549-4858-807c-8279a7fed1e2,1c203046-66be-40f8-916d-0fc86b16918f,2debabc9-ad43-4e45-88af-abff517c4319,0.045000,1,,2026-07-26T19:45:29.927Z,
095cfda4-c2be-43f9-b0bc-40e926c46b06,98a5dfcc-b765-4661-a435-cf706a3ec082,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.675000,0,,2026-07-26T19:45:30.018Z,
a45932e1-4266-4c7c-a41b-0061b5e18fec,98a5dfcc-b765-4661-a435-cf706a3ec082,2debabc9-ad43-4e45-88af-abff517c4319,0.067500,1,,2026-07-26T19:45:30.018Z,
acfcfd7b-a428-45f4-8361-4e94a2d60abf,d2ec28d4-7335-4c13-9979-b8a6b2f02fdc,0e820874-e7d9-466f-ae5b-c1c30b6b394c,1.050000,0,,2026-07-26T19:45:30.116Z,
6b33adb4-838f-4f4c-998f-16aff371836c,d2ec28d4-7335-4c13-9979-b8a6b2f02fdc,2debabc9-ad43-4e45-88af-abff517c4319,0.067000,1,,2026-07-26T19:45:30.116Z,
1b2095cb-0856-4fe0-9f71-845c1012750e,14c7dd91-0785-4ed5-847a-3605349c6e50,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.760000,0,,2026-07-26T19:45:30.208Z,
80be270b-d9ce-4abd-8fa1-ba160b972b09,14c7dd91-0785-4ed5-847a-3605349c6e50,2debabc9-ad43-4e45-88af-abff517c4319,0.076000,1,,2026-07-26T19:45:30.208Z,
41d4fa04-a921-4026-baae-e2eb6f947845,034b8d23-4694-4cf5-91b6-d0b6a26480ed,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.075000,0,,2026-07-26T19:45:30.299Z,
20606ddc-4b7e-404a-a832-b9742a876b62,034b8d23-4694-4cf5-91b6-d0b6a26480ed,2debabc9-ad43-4e45-88af-abff517c4319,0.007500,1,,2026-07-26T19:45:30.299Z,
83e80bf4-cebb-468b-b095-439c337a88d9,f702ddc3-4d06-408e-8e9a-03d3a1d29502,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.135000,0,,2026-07-26T19:45:30.389Z,
a4f28f17-425d-479d-a58c-3c451e2169a3,f702ddc3-4d06-408e-8e9a-03d3a1d29502,2debabc9-ad43-4e45-88af-abff517c4319,0.013500,1,,2026-07-26T19:45:30.389Z,
3b9cf160-6a0b-4315-ac7d-9c333057d69a,f702ddc3-4d06-408e-8e9a-03d3a1d29502,841d4276-f231-44b9-925d-e4d2c4d6dcf6,0.045000,2,,2026-07-26T19:45:30.389Z,
b7a4d983-de9a-422e-b155-091b74489d0c,5d4aae69-3007-4b2c-aed9-0e99f5b1d2ba,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.188000,0,,2026-07-26T19:45:30.481Z,
1ab90130-bb6c-427d-81c0-6a5d7fed06c3,5d4aae69-3007-4b2c-aed9-0e99f5b1d2ba,2debabc9-ad43-4e45-88af-abff517c4319,0.018800,1,,2026-07-26T19:45:30.481Z,
2aa24838-a61f-427e-977f-11d067001945,5d4aae69-3007-4b2c-aed9-0e99f5b1d2ba,841d4276-f231-44b9-925d-e4d2c4d6dcf6,0.047000,2,,2026-07-26T19:45:30.481Z,
e9f905a7-89b1-4cc5-a098-bd184b889c5d,2694b19e-30f7-4ecf-a2b9-c27831e247bf,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.250000,0,,2026-07-26T19:45:30.572Z,
b237e86d-18b6-4276-8c96-1405c4ca2725,2694b19e-30f7-4ecf-a2b9-c27831e247bf,2debabc9-ad43-4e45-88af-abff517c4319,0.025000,1,,2026-07-26T19:45:30.572Z,
3dd523af-f441-4d45-8aeb-671eb0272b45,2694b19e-30f7-4ecf-a2b9-c27831e247bf,841d4276-f231-44b9-925d-e4d2c4d6dcf6,0.050000,2,,2026-07-26T19:45:30.572Z,
84aef4e0-5673-4d66-a746-adc02135c415,a76e93a7-3668-4b43-8195-e316777eb970,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.075000,0,,2026-07-26T19:45:30.663Z,
1d7de8e0-6c8a-4bda-ae7b-d19608e3aef8,a76e93a7-3668-4b43-8195-e316777eb970,2debabc9-ad43-4e45-88af-abff517c4319,0.007500,1,,2026-07-26T19:45:30.663Z,
20f01db9-1a1b-43bd-a7ff-724e75ae1b72,a76e93a7-3668-4b43-8195-e316777eb970,841d4276-f231-44b9-925d-e4d2c4d6dcf6,0.003000,2,,2026-07-26T19:45:30.663Z,
80ebb764-4140-48ef-af7a-5443d03c94c6,d81288bf-f815-4599-87e6-d5c42f91969d,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.660000,0,,2026-07-26T19:45:30.754Z,
a486c294-1ef1-4315-8db5-fd5021d356b9,d81288bf-f815-4599-87e6-d5c42f91969d,2debabc9-ad43-4e45-88af-abff517c4319,0.066000,1,,2026-07-26T19:45:30.754Z,
ec736691-410b-46bc-839d-41357e411b08,9e9ebfff-114c-4ac8-b2ac-16a0e0966d10,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.800000,0,,2026-07-26T19:45:30.845Z,
409ed931-1115-4f2f-be00-5c89680b38a6,9e9ebfff-114c-4ac8-b2ac-16a0e0966d10,2debabc9-ad43-4e45-88af-abff517c4319,0.080000,1,,2026-07-26T19:45:30.845Z,
d1a90e28-3a63-4397-a0a1-c92fbbbe00a6,415386dc-6b80-4711-a3d3-21903463794e,0e820874-e7d9-466f-ae5b-c1c30b6b394c,0.920000,0,,2026-07-26T19:45:30.936Z,
