id,lesson_id,target_type,resource_id,cost_code_id,proposed_value,currency,created_record_id,created_at
7111f9cf-f271-4cad-92de-f7002b2343e8,f84063f3-5519-471f-bf85-b7f39e7c9950,productivity,feb52a30-f536-475e-bd14-1798d9685640,75f86e70-8655-4ef2-8e86-20b5fdb4dc7d,0.4200,IDR,7127b147-ec0a-473b-9ac3-b78060d53f18,2026-07-25T10:09:42.638Z
ffcf277c-441f-4922-9125-4a8d1b8f064f,7e9c672e-990e-4c86-95e4-2874b45b9d19,price_book,feb52a30-f536-475e-bd14-1798d9685640,,175000.0000,IDR,a3e22af3-b88b-42c8-a487-ac633f065d05,2026-07-25T10:09:43.317Z
eb1d393b-36ae-4529-81ad-30b5e6c2ee52,81fed47b-987d-4c5e-8842-867fdd0c29e9,productivity,feb52a30-f536-475e-bd14-1798d9685640,9913a4bf-0d6e-4ee5-92e6-1d9b4f49ca43,0.4200,IDR,,2026-07-25T10:09:43.914Z
3703551a-5e09-4ec9-821d-c7314130a586,283ae60b-7908-448d-8a03-3fc249edd04c,productivity,3887ef0d-85b5-4dde-a49e-5c2d9d3bcf79,39a8d1c0-c07f-4f90-8b3e-b097c4451546,0.4200,IDR,,2026-07-25T10:09:56.509Z
6e48b136-3f4e-4438-b6bb-3109d60e498f,1925f61c-8bfb-4116-8b77-9ad701dad2f1,productivity,3887ef0d-85b5-4dde-a49e-5c2d9d3bcf79,39a8d1c0-c07f-4f90-8b3e-b097c4451546,0.4200,IDR,55b89d2e-6aa1-49c8-a1eb-fb2a63dbe151,2026-07-25T10:09:57.243Z
211621d9-5be2-4848-a6b5-31cf1c770111,6231d9d2-a9ef-4ff6-ad4a-14ff11cd5509,productivity,3887ef0d-85b5-4dde-a49e-5c2d9d3bcf79,50c0bfce-ed1c-4657-82dc-95bb0ecbae65,0.4200,IDR,eee3a31d-acf8-4931-b84c-2e759af5f917,2026-07-25T10:09:57.985Z
9eccfba3-7c69-4794-8a24-39f94ebf0459,3e3ad4c4-7868-456b-bc3a-4efaa247b1f1,price_book,3887ef0d-85b5-4dde-a49e-5c2d9d3bcf79,,175000.0000,IDR,3f213156-d143-4ff3-913a-5c53bc433106,2026-07-25T10:09:58.616Z
d4568663-b7a1-4d36-8ee1-71bdba89b120,b6b4301a-c68b-4846-b56a-c8fa97310985,productivity,3887ef0d-85b5-4dde-a49e-5c2d9d3bcf79,39a8d1c0-c07f-4f90-8b3e-b097c4451546,0.4200,IDR,,2026-07-25T10:09:59.394Z
5cf0e4be-9871-44dd-affc-afca77958f75,f87516ec-ba4e-4eb1-989f-be9d2e602ba8,productivity,65a95d01-c783-4042-8994-73219114ac3a,89da4860-8235-46c4-8e3a-d3fed313204b,0.4200,IDR,,2026-07-25T10:10:01.606Z
13aa721d-185f-4a2b-a8b7-87579ae3991c,40958a43-aaab-4a94-82bc-6e120cb8fe15,productivity,65a95d01-c783-4042-8994-73219114ac3a,89da4860-8235-46c4-8e3a-d3fed313204b,0.4200,IDR,,2026-07-25T10:10:02.156Z
acba8231-4e67-421c-853f-29ce4dc58e0c,9264a468-18e6-426c-a746-6f8087569fb6,productivity,65a95d01-c783-4042-8994-73219114ac3a,9fe17142-b77a-42b3-a929-a14af095915c,0.4200,IDR,,2026-07-25T10:10:02.796Z
f983e980-35de-4847-ba04-0ffde9e9cbdc,1449e46b-801c-48e1-aabe-365132a5a421,price_book,65a95d01-c783-4042-8994-73219114ac3a,,175000.0000,IDR,,2026-07-25T10:10:03.420Z
57b11209-8a31-4440-8096-99d1c06f8126,d08b81b6-f335-4ad3-8d44-d881faf05570,productivity,65a95d01-c783-4042-8994-73219114ac3a,89da4860-8235-46c4-8e3a-d3fed313204b,0.4200,IDR,,2026-07-25T10:10:03.999Z
7c0dc5e2-f637-4d86-a572-8dd528952a06,a6d9699e-4989-4ad8-bac0-3276e7c5a04e,productivity,7c873c1d-f510-453c-b3ec-37903677e630,5d6d2596-f4af-4407-bf25-958be62999f0,0.4200,IDR,,2026-07-25T10:11:36.740Z
8b436a69-25e5-4394-89be-6184c067a55b,8cd8c8c4-8c27-4a11-8115-edba7325ac9f,productivity,7c873c1d-f510-453c-b3ec-37903677e630,5d6d2596-f4af-4407-bf25-958be62999f0,0.4200,IDR,83b3ef48-01d3-4a7b-b9b6-6b22ead793e0,2026-07-25T10:11:37.348Z
8dda791b-3b1e-4f4c-b54c-468966ba3159,30dbb08a-7050-404e-9e8b-8d8552a00056,productivity,7c873c1d-f510-453c-b3ec-37903677e630,850e6a7f-56e3-4255-bf12-b703b73af852,0.4200,IDR,1fe6b4d1-3164-4784-86d2-33b7ab66911d,2026-07-25T10:11:38.084Z
0db82507-63e1-4792-9540-1019dc4c758a,f2274aed-a912-4aac-895d-c2b5bc55fb67,price_book,7c873c1d-f510-453c-b3ec-37903677e630,,175000.0000,IDR,3a295443-6e0b-44a9-9734-54d06d0c2753,2026-07-25T10:11:38.685Z
7a35d96e-d598-4710-8a3b-4db21972c00d,a2bebd9f-8dc8-4076-a3d6-6345abf0266e,productivity,7c873c1d-f510-453c-b3ec-37903677e630,5d6d2596-f4af-4407-bf25-958be62999f0,0.4200,IDR,,2026-07-25T10:11:39.287Z
041f1d2b-a42d-4b07-a47b-d28a336cf826,a54786db-f5fa-4195-b1b6-ede29dfa20e7,productivity,fa25f2aa-2ad4-418d-8f2d-89ff51f632a8,27ba651d-5b38-4555-9bcc-688335cf2353,0.4200,IDR,,2026-07-25T10:16:43.272Z
9599b2ff-a1a8-41c1-9b5f-f6926bdc702b,a9c4ed8a-ae08-4f8d-9243-53431ba6cf76,productivity,fa25f2aa-2ad4-418d-8f2d-89ff51f632a8,27ba651d-5b38-4555-9bcc-688335cf2353,0.4200,IDR,d4880fc1-5c46-4dba-bdb2-f8b932aa8bfe,2026-07-25T10:16:46.325Z
ecb8d6c5-3d43-4560-9071-6efa04ca4417,6c159f5c-29a5-4e27-b1c5-0dff71537b6f,productivity,fa25f2aa-2ad4-418d-8f2d-89ff51f632a8,337d9d68-27c4-4707-ac9f-d9e75c3404ee,0.4200,IDR,39d74416-66d1-4279-b47f-78ac9749f584,2026-07-25T10:16:52.421Z
217f0c13-072a-43d6-b90b-727e84d71ae5,5bc277af-4eac-4238-a9ba-f79f0a48011c,price_book,fa25f2aa-2ad4-418d-8f2d-89ff51f632a8,,175000.0000,IDR,b6ca7511-e5f9-4bfa-bb89-4b28500b78b6,2026-07-25T10:16:57.138Z
8f15f74b-b566-459d-896d-f492f35df383,347ebcdb-4524-4787-b461-97a44dff0eff,productivity,fa25f2aa-2ad4-418d-8f2d-89ff51f632a8,27ba651d-5b38-4555-9bcc-688335cf2353,0.4200,IDR,,2026-07-25T10:17:01.854Z
b0acde99-3e32-4a28-9f41-0d5e004dd89e,c9ff962c-eb97-4665-a57d-cd35d9f7310f,productivity,a5d011a1-6bbc-4012-a5a7-1e3369fc4155,52eaa417-6d89-4dce-9782-295babbab080,0.4200,IDR,,2026-07-25T10:26:31.801Z
3cf4c28d-d76f-427e-9910-60f904b03937,4a9fbe5d-aef2-405c-be4c-abf1fb575122,productivity,a5d011a1-6bbc-4012-a5a7-1e3369fc4155,52eaa417-6d89-4dce-9782-295babbab080,0.4200,IDR,c9030405-ee4b-4653-97f5-d3d81e0f11f1,2026-07-25T10:26:34.928Z
11312f80-8bb8-407a-a55b-ba72ae59a0e1,e5e6d13d-d7d7-4d3c-a7a6-d6020cc23fa7,productivity,a5d011a1-6bbc-4012-a5a7-1e3369fc4155,0980d59c-7009-47c7-a004-eae070081792,0.4200,IDR,63b25ea1-ac26-4097-88a1-1b348638369a,2026-07-25T10:26:40.951Z
88ae4a75-93f9-44ee-a24d-756a28815645,9a8ce8e6-37b9-4a2a-bd7d-a4f5dff5f439,price_book,a5d011a1-6bbc-4012-a5a7-1e3369fc4155,,175000.0000,IDR,98af2887-8f1b-4354-9814-8136af713c85,2026-07-25T10:26:45.596Z
b6de8ed7-aa1c-4712-aa1f-a07028221937,eae583cb-a1da-4c49-b90d-f3a413ab75c5,productivity,a5d011a1-6bbc-4012-a5a7-1e3369fc4155,52eaa417-6d89-4dce-9782-295babbab080,0.4200,IDR,,2026-07-25T10:26:50.240Z
79a6071c-713c-4513-b71c-ed4b85aa8e36,ee8c409a-c1f8-49eb-b279-85dbcb4a678f,productivity,cd7bd564-d16f-4757-bd34-674709740edc,0f46a267-1e16-4864-9e50-3d18f1be2c4f,0.4200,IDR,,2026-07-25T13:28:53.452Z
0bce575f-fb1f-4aca-8e02-d26fde574e82,60960f15-2d76-4c06-a6b6-1f601e3c35f9,productivity,cd7bd564-d16f-4757-bd34-674709740edc,0f46a267-1e16-4864-9e50-3d18f1be2c4f,0.4200,IDR,944d16c8-e8b2-4e96-8da1-7e281658ed18,2026-07-25T13:28:54.085Z
ee552f36-d655-4b50-93e4-e15bfb3a7c07,faf55866-9367-4c52-9143-f4ed8ea2977d,productivity,cd7bd564-d16f-4757-bd34-674709740edc,d00c0f38-8755-4060-9c88-d7c7e346a148,0.4200,IDR,0fb8e919-3c34-423d-ac47-f7c4453f07d9,2026-07-25T13:28:54.868Z
d70b20d4-0f7e-49ae-88a2-4cc88529fac2,5af7383e-13d4-44d3-a985-8067c5ac262f,price_book,cd7bd564-d16f-4757-bd34-674709740edc,,175000.0000,IDR,828b03ef-3e3e-4bd9-adc9-316c438c38e2,2026-07-25T13:28:55.547Z
e12d9391-0775-44d3-a384-ead8267764a3,5dd83770-31ca-4f0e-afc2-21d116600524,productivity,cd7bd564-d16f-4757-bd34-674709740edc,0f46a267-1e16-4864-9e50-3d18f1be2c4f,0.4200,IDR,,2026-07-25T13:28:56.218Z
1d88654e-7909-4455-8696-1bf3d6e0a6b2,00cdf1ef-5ed2-4f24-9c68-23bcbf81a245,productivity,4246aa04-d9c2-4d5e-a01d-6bae4cea6ed2,61254607-77d7-4c7f-8754-7cf6302019c6,0.4200,IDR,,2026-07-25T13:40:13.444Z
5f481961-4aa6-4ab1-b33b-09b5e7817de1,c6656e8a-d17e-481e-b29a-9e6c387d25f3,productivity,4246aa04-d9c2-4d5e-a01d-6bae4cea6ed2,61254607-77d7-4c7f-8754-7cf6302019c6,0.4200,IDR,5fb5d6f4-49f0-47d3-83fb-146701071cac,2026-07-25T13:40:16.393Z
79be02cc-b8ef-4505-9083-be1189da66e1,04418e2e-5df5-48e0-b1d0-c39ddc51f9cf,productivity,4246aa04-d9c2-4d5e-a01d-6bae4cea6ed2,eee02589-ea5d-46e6-b683-98c668bb2107,0.4200,IDR,15dd54f0-944d-49ba-bd39-57f466cba22e,2026-07-25T13:40:22.293Z
1cbbdc87-dc07-4647-8fc6-3dac2a661758,e23e247f-6500-417c-aa23-9d79b36b1901,price_book,4246aa04-d9c2-4d5e-a01d-6bae4cea6ed2,,175000.0000,IDR,caa35940-a1c7-41e7-bdce-63816a2ca64b,2026-07-25T13:40:26.971Z
f1539fac-4bb0-4f03-8500-ef61cf7d2187,8b2bd857-d56a-44ed-b1ae-ef534ee10523,productivity,4246aa04-d9c2-4d5e-a01d-6bae4cea6ed2,61254607-77d7-4c7f-8754-7cf6302019c6,0.4200,IDR,,2026-07-25T13:40:31.619Z
efa09e42-1f9a-4ab1-a31a-03c1818cc722,de0df138-a0b3-499b-9ea4-d38a53dd0fee,productivity,9b2cecf2-60d3-400f-a154-e0e0f30aeaf0,b84a7dbc-ec71-4a4f-91cc-e8afe91b854d,0.4200,IDR,,2026-07-25T13:55:21.747Z
fd0b7939-66c9-41e4-854f-f31ea9af7c6f,91bc941d-c01b-4652-9b25-d187d301f1bf,productivity,9b2cecf2-60d3-400f-a154-e0e0f30aeaf0,b84a7dbc-ec71-4a4f-91cc-e8afe91b854d,0.4200,IDR,259a6a99-056e-49b9-86c9-bfc7ae03e13c,2026-07-25T13:55:25.277Z
e8b4b13a-f122-4762-867d-ad866552fb32,76a8b0d4-ae11-42e3-9437-1f6067daec76,productivity,9b2cecf2-60d3-400f-a154-e0e0f30aeaf0,a441180c-85de-4bae-a196-6b22b14f909f,0.4200,IDR,f4da731b-8d68-4a6c-8067-bfbfe501bcd4,2026-07-25T13:55:30.252Z
160917dd-8de6-4c08-ad20-ff2af2d3e297,7c347cf0-b921-4449-a09e-f106a741dec1,price_book,9b2cecf2-60d3-400f-a154-e0e0f30aeaf0,,175000.0000,IDR,357241d8-22e5-4650-89bc-17bda31ae8b6,2026-07-25T13:55:34.262Z
679aad32-0fe1-412a-8e18-6bdde7f95df8,526f5163-b82d-4fb4-9464-85636c40271c,productivity,9b2cecf2-60d3-400f-a154-e0e0f30aeaf0,b84a7dbc-ec71-4a4f-91cc-e8afe91b854d,0.4200,IDR,,2026-07-25T13:55:38.679Z
a9e47a7a-a7e3-4325-b0e7-1d1b5620f6d7,bd196fdb-c246-4e4b-ae1a-b63d0d479b98,productivity,9e1fce5b-8f7c-4d1e-9c28-8ea68e6179e4,b02a7f4d-0aab-4173-8263-61d79a5aca3d,0.4200,IDR,,2026-07-25T14:08:50.982Z
f86d0b06-c282-4e02-a968-b2f850e45af0,3a0400e3-b244-4068-8799-ecd2d2393e72,productivity,9e1fce5b-8f7c-4d1e-9c28-8ea68e6179e4,b02a7f4d-0aab-4173-8263-61d79a5aca3d,0.4200,IDR,02bd635a-6c7d-4d71-8e1d-420a4f5d76fc,2026-07-25T14:08:54.635Z
72f4efa6-b00e-4e2a-8eb6-499e2598158f,46fdeb12-d54e-4188-ad64-d33a50f23606,productivity,9e1fce5b-8f7c-4d1e-9c28-8ea68e6179e4,7c7e3c84-ce8d-4c93-b096-6c52454ad039,0.4200,IDR,604e3680-627d-4386-98fd-b2614b21ddc0,2026-07-25T14:09:00.419Z
fa7aecf8-f287-4fa6-a27a-bb809f2f9717,18c107b6-55fa-4f0a-ab21-1c4549dcd35e,price_book,9e1fce5b-8f7c-4d1e-9c28-8ea68e6179e4,,175000.0000,IDR,fbc416fb-8e7c-4fff-a2d4-560f44f90a34,2026-07-25T14:09:05.257Z
269a6cab-f4e9-469b-8ff4-79122d49767a,033a9e2c-a2d6-4d31-8748-059aa5415d8b,productivity,9e1fce5b-8f7c-4d1e-9c28-8ea68e6179e4,b02a7f4d-0aab-4173-8263-61d79a5aca3d,0.4200,IDR,,2026-07-25T14:09:10.106Z
b612558d-5589-498d-8c22-28c2793f3f38,9479930f-a817-4c85-a3d4-5d2672660ad7,productivity,498d3a48-6be3-489b-b90b-0cb55e69502d,4857b4bc-dcdf-45b6-a023-62ac86e7340b,0.4200,IDR,,2026-07-25T14:16:16.846Z
79cdd410-45bc-4ee7-b91c-92f64aca2885,5334ae58-6e13-418d-84de-dedd7ef96946,productivity,498d3a48-6be3-489b-b90b-0cb55e69502d,4857b4bc-dcdf-45b6-a023-62ac86e7340b,0.4200,IDR,de34b3c9-3bf5-4ad8-ab57-4d8de1da76a4,2026-07-25T14:16:19.737Z
18cefe98-3554-426e-b7e7-37ca3f030545,b95d0ae3-eef7-4ac3-8981-19308dc45b87,productivity,498d3a48-6be3-489b-b90b-0cb55e69502d,71759a1f-92a3-4c94-98a8-8252295d193a,0.4200,IDR,9308810b-d2a6-404c-9e64-d9ccce53bab9,2026-07-25T14:16:25.617Z
8c38a39d-473b-45a0-a77b-10ace497c95a,6151b9a9-9806-43eb-995d-28cba6aea608,price_book,498d3a48-6be3-489b-b90b-0cb55e69502d,,175000.0000,IDR,8d872f0f-9967-46a9-b1ed-d6859f9aca44,2026-07-25T14:16:30.112Z
954b91e3-673d-41dc-ae48-95e0ef538112,9dcda624-5ca5-4d0d-bb2c-0d093853c9fc,productivity,498d3a48-6be3-489b-b90b-0cb55e69502d,4857b4bc-dcdf-45b6-a023-62ac86e7340b,0.4200,IDR,,2026-07-25T14:16:34.602Z
a4fece3e-48eb-42bd-ad40-a1db5aecd6e0,ad42b558-e271-480c-8310-6dc35276cd39,productivity,35300198-e224-44d8-8ff7-bb094997377f,b9c7451d-f2f4-4855-805c-27d34166f231,0.4200,IDR,,2026-07-25T14:24:22.245Z
01951dab-62a4-47c8-8709-b0cd5d90dc78,845023f9-75e8-439b-a496-86770e79a7a1,productivity,35300198-e224-44d8-8ff7-bb094997377f,b9c7451d-f2f4-4855-805c-27d34166f231,0.4200,IDR,6dab09b6-ac76-4900-87dc-fe8b5970a740,2026-07-25T14:24:24.795Z
de8db19c-81cd-48f0-99e7-2bc32ca2bca3,7a09664d-68ea-455f-be20-328dc597349a,productivity,35300198-e224-44d8-8ff7-bb094997377f,955792ef-fc68-4821-96dd-664493257431,0.4200,IDR,2caefcde-9cfc-4dcb-b67c-2bcc390ceb92,2026-07-25T14:24:29.611Z
e72f1061-d871-40e1-839e-9e53ac115093,adcccc0d-395a-4866-85a1-b4231f08a163,price_book,35300198-e224-44d8-8ff7-bb094997377f,,175000.0000,IDR,7dd71a91-5e4a-4211-babc-eab5636710e1,2026-07-25T14:24:33.448Z
db11a0fd-d9a4-4af8-a2aa-a2eb3bc2ae06,5df44635-1b59-4f7f-bf67-7cd035aefe1e,productivity,35300198-e224-44d8-8ff7-bb094997377f,b9c7451d-f2f4-4855-805c-27d34166f231,0.4200,IDR,,2026-07-25T14:24:37.278Z
e3ec04cd-502c-41ba-98ed-6285235fc204,55fc3d6d-b6d8-48ef-9db3-eec7e39e6dc2,productivity,ac92ddd0-e1a9-4b21-90db-ab0937120240,65206a80-596b-4aac-ad89-604eed9b9f46,0.4200,IDR,,2026-07-25T15:01:20.613Z
d2502a15-ce94-433c-a19f-7c1a745cc6a0,6f058739-0caf-48c5-9a99-8dee9e87714c,productivity,ac92ddd0-e1a9-4b21-90db-ab0937120240,65206a80-596b-4aac-ad89-604eed9b9f46,0.4200,IDR,13d6277c-b62b-4aa0-b8cb-e2b4e1e1523b,2026-07-25T15:01:25.306Z
f5a4e557-499c-45f4-9940-eea0aadc38e2,af0cb46d-09e8-45ea-8fee-2dee1aab45b3,productivity,ac92ddd0-e1a9-4b21-90db-ab0937120240,d0123490-a39d-4b46-ba45-126c154b54df,0.4200,IDR,0664024d-526c-4112-8671-43ed6817ee51,2026-07-25T15:01:34.711Z
82f46975-0a8a-4313-b2a6-6fe0733d5f89,8e60ead1-739a-4a3a-837f-573b50b76b11,price_book,ac92ddd0-e1a9-4b21-90db-ab0937120240,,175000.0000,IDR,be81130c-2fc5-42b1-83f8-6dc3b5f14e1b,2026-07-25T15:01:41.658Z
5d5b35ec-3c46-43e8-a1aa-681f446d9721,e5c55560-5497-4f5e-b95d-fa2cdaee9527,productivity,ac92ddd0-e1a9-4b21-90db-ab0937120240,65206a80-596b-4aac-ad89-604eed9b9f46,0.4200,IDR,,2026-07-25T15:01:46.914Z
65968e06-db63-4bea-bfa2-e90002a6b2c9,b57394d9-5fe0-4ed2-9f1b-8c9447eb8fad,productivity,e513932b-84c1-4485-a93d-04b03e7643ca,2ab6c788-0f79-45e9-95de-7296e47cba07,0.4200,IDR,,2026-07-25T15:36:00.509Z
02587a1a-ab0e-421c-92a5-3ed1a02d49fc,5d1cd483-caf6-4a11-a284-6aaf8a9d2cd7,productivity,e513932b-84c1-4485-a93d-04b03e7643ca,2ab6c788-0f79-45e9-95de-7296e47cba07,0.4200,IDR,1bdd8773-7b92-431b-b138-b3434b9202b8,2026-07-25T15:36:03.870Z
732b2107-89ec-425d-afc1-80e0e749471e,e594ac41-ca56-467b-8427-0ef0567e79c3,productivity,e513932b-84c1-4485-a93d-04b03e7643ca,ae95427a-76be-42d7-b72a-32b0342c359a,0.4200,IDR,80b1ea6f-31a6-4515-b177-3381b4b7c87e,2026-07-25T15:36:07.942Z
2556dff8-cf37-4af5-911f-8e2df691d05a,b1b74b07-82f3-4545-9ee2-431f6cf1054f,price_book,e513932b-84c1-4485-a93d-04b03e7643ca,,175000.0000,IDR,,2026-07-25T15:36:11.762Z
fa2d30fb-2b84-40ff-bc23-d5223626ade9,7633a300-364f-45d1-8856-6a766297ec27,productivity,8ca7ac1c-970b-4832-bf1e-3097131ad29d,b65460bb-4bc5-4ce2-a6f6-f74d1769c7f4,0.4200,IDR,,2026-07-25T15:36:15.619Z
df6e6018-6ac4-4949-a35c-0bbab918263e,e3f0f619-7f9c-4178-a8de-8def99b3fa54,productivity,4dab63a0-8897-4b53-a143-2eef95d81dc0,48089876-5acc-4c9d-a779-e5f2d95841c9,0.4200,IDR,,2026-07-25T15:59:53.955Z
fe2d3214-63f5-4d9e-a7ed-2b1cae1cb828,144264b8-af1a-4e5d-bc51-c41fa36a2711,productivity,4dab63a0-8897-4b53-a143-2eef95d81dc0,48089876-5acc-4c9d-a779-e5f2d95841c9,0.4200,IDR,bfd6fcba-8eb5-41ac-899a-e1ab5b03dce0,2026-07-25T15:59:56.806Z
2f375289-aca8-4639-a3de-d78ad03545f8,4b8c6cee-4f74-46eb-98d1-282ba767d22d,productivity,4dab63a0-8897-4b53-a143-2eef95d81dc0,0b88a7e6-d8b1-4102-9928-c036c8194f27,0.4200,IDR,e1335c3b-055d-428c-b63a-70601b6fd51f,2026-07-25T16:00:02.046Z
23d5a9dd-fa13-4982-b6d5-4f0bc7def0fd,d1eb8b11-d18c-4af3-a9cf-0704cb0844b2,price_book,4dab63a0-8897-4b53-a143-2eef95d81dc0,,175000.0000,IDR,,2026-07-25T16:00:06.640Z
81099538-f3a1-4a60-846f-5d5fda317a7c,64732dbd-55ff-453f-bc49-11a8404e5d71,productivity,2107a836-bad9-4c3a-915b-0e0b03d8fe82,81be6726-dd93-4d8c-8b38-9593c253fc56,0.4200,IDR,,2026-07-25T16:00:11.123Z
98daeab3-6622-400d-99b8-638da725141d,61ea9123-d9b1-4188-90d2-a772cbf90a42,productivity,48c658ce-fe19-4848-b70a-b42a79763365,426a49e8-68e5-46f6-a4a1-71d401ad2b8b,0.4200,IDR,,2026-07-25T16:05:41.850Z
fa6bc97a-85cc-449d-9fc5-2b075bb46d68,f8797f41-3991-46e2-8a83-6f368165a9e4,productivity,48c658ce-fe19-4848-b70a-b42a79763365,426a49e8-68e5-46f6-a4a1-71d401ad2b8b,0.4200,IDR,69990c5b-ac9a-4631-b61f-cf6d9dcf0d77,2026-07-25T16:05:44.557Z
88c86561-b505-45eb-847f-397681f84f87,0d5ac2a6-5520-4088-a883-a749c7cb4c0a,productivity,48c658ce-fe19-4848-b70a-b42a79763365,04384e38-102d-47bc-883b-a04b552b410c,0.4200,IDR,e35b1255-26db-4d9c-bb09-78af312799fe,2026-07-25T16:05:49.322Z
71a96a87-d472-43e4-b400-3a2b3e7aacdf,926fd4f5-2dba-418b-a882-5d95f5d0cb34,price_book,48c658ce-fe19-4848-b70a-b42a79763365,,175000.0000,IDR,8baf605b-1418-4f36-a33f-9235c9c21dc2,2026-07-25T16:05:53.672Z
9e176eaf-5199-4de0-a3e8-2593bc63c8a5,d83463b6-1a9a-417d-a573-47c95cf7e664,productivity,48c658ce-fe19-4848-b70a-b42a79763365,426a49e8-68e5-46f6-a4a1-71d401ad2b8b,0.4200,IDR,,2026-07-25T16:05:57.520Z
ef988a24-d0d3-429a-b769-03d624d79048,7963124b-a7ae-43e9-b88a-4a3d2b0960a7,productivity,91805d39-e826-4ee5-b86c-e270da53a126,a1f554db-6f04-4081-bba4-c34a37e0d5d3,0.4200,IDR,,2026-07-25T17:19:57.286Z
598baabc-ef3f-4cfe-a256-c072306835cc,008f34d6-852d-4d93-91e1-d62b1dfdb37e,productivity,91805d39-e826-4ee5-b86c-e270da53a126,a1f554db-6f04-4081-bba4-c34a37e0d5d3,0.4200,IDR,5e0322cd-fa84-4200-a31b-afaa617a0791,2026-07-25T17:19:57.871Z
cd0027f8-f912-40d5-9ee8-24aa5f6d4c98,0337a98c-36ea-45db-854b-8b0fcb71bfb0,productivity,91805d39-e826-4ee5-b86c-e270da53a126,791f78c8-e290-4935-87a9-918c90e0b507,0.4200,IDR,9f86a82a-1daa-4bd5-a022-d5ab99a193d9,2026-07-25T17:19:58.626Z
ffa9e8b1-523c-47c2-a69f-644115a56f3e,6e4e24cb-bead-4790-991b-c929cc783755,price_book,91805d39-e826-4ee5-b86c-e270da53a126,,175000.0000,IDR,a5910aec-9834-4af5-8155-dc4dce7d8f61,2026-07-25T17:19:59.290Z
18ca8cc0-e1b0-436a-bef7-7a35ff214937,e2c6f66e-4396-41af-a677-37a60e33635f,productivity,91805d39-e826-4ee5-b86c-e270da53a126,a1f554db-6f04-4081-bba4-c34a37e0d5d3,0.4200,IDR,,2026-07-25T17:19:59.900Z
e4e9f269-3a78-40eb-86ef-a890d4397df1,16a21a59-e167-45da-8b5d-dc66fcca4cb9,productivity,109cff16-a6d6-4d9a-a0d8-59b4ab12d404,0bf4c133-a98d-4445-b005-00a0554221c9,0.4200,IDR,,2026-07-25T17:24:51.290Z
