id,code,name,description,category,status,deactivated_at,created_at,created_by,updated_at,updated_by,unit_code
7053303f-9745-4176-852f-bf0c1d0c44c5,AHSP-R0009,Kerikil,,material,active,,2026-07-26T19:43:39.604Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.604Z,,m3
992e723a-dd71-455b-b084-10441e705e84,AHSP-R0010,Tanah Subur,,material,active,,2026-07-26T19:43:39.649Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.649Z,,m3
eb9836cc-a504-4aae-8f34-318b958693df,AHSP-R0011,Sirtu (quarry - lokasi pekerjaan),,material,active,,2026-07-26T19:43:39.695Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.695Z,,m3
23a05af9-00c9-4062-90e0-3918270ae9bc,AHSP-R0012,Stamper Kuda,,equipment,active,,2026-07-26T19:43:39.739Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.739Z,,hari
3ba885fc-246b-4f77-b62e-132bee619f41,AHSP-R0013,Stamper kodok 150 kg,,equipment,active,,2026-07-26T19:43:39.784Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.784Z,,hari
6c4952b9-7572-4490-b636-a7b459cccc26,AHSP-R0014,Stamper D-Drum,,equipment,active,,2026-07-26T19:43:39.829Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.829Z,,hari
a8046d77-2f6d-452b-8c9b-f9503a3ff50f,AHSP-R0015,Stamper Smooth_Drum,,equipment,active,,2026-07-26T19:43:39.873Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.873Z,,hari
65c81bbd-ef4d-4e27-837e-b2d9455cc45b,AHSP-R0016,batu pecah 5/7,,material,active,,2026-07-26T19:43:39.918Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.918Z,,m3
880df118-a9e2-461a-82b0-b93a00d32c42,AHSP-R0017,Pekerja ( OJ ),,labor,active,,2026-07-26T19:43:39.964Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:39.964Z,,OJ
2223fa36-97cb-4145-a622-bef0a6fa1066,AHSP-R0018,Mandor ( OJ ),,labor,active,,2026-07-26T19:43:40.008Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.008Z,,OJ
25d4cd8e-8881-4268-99c2-0d6f0db4b933,AHSP-R0019,Mobil Sedot Lumpur,,equipment,active,,2026-07-26T19:43:40.053Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.053Z,,jam
05edaea9-4b5c-4ffe-a8c2-08f0edbd3009,AHSP-R0020,Tukang las geotextile,,labor,active,,2026-07-26T19:43:40.099Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.099Z,,OH
69874e93-37a8-484b-bd08-d3a8838fd8c7,AHSP-R0021,Geotextile >100 gr/m2,,material,active,,2026-07-26T19:43:40.144Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.144Z,,m2
5211be93-4353-4376-9ef6-b38a608cb051,AHSP-R0022,Mesin Las Gotextile,,equipment,active,,2026-07-26T19:43:40.189Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.189Z,,hari
c665c858-fa23-4b4a-b62c-98ea4ac7bf84,AHSP-R0023,Flat deck truck 7 ton,,equipment,active,,2026-07-26T19:43:40.234Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.234Z,,hari
ccc2b60c-bea4-4215-9ec9-04424828fce5,AHSP-R0024,Geotextile >400 gr/m2,,material,active,,2026-07-26T19:43:40.279Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.279Z,,m2
d8bca162-a221-40cc-b3be-f1a4ae977142,AHSP-R0025,Geotextile >800 gr/m2,,material,active,,2026-07-26T19:43:40.323Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.323Z,,m2
122a3306-4bb4-4f56-9f1f-21384d96c6b1,AHSP-R0027,Geomembran,,material,active,,2026-07-26T19:43:40.390Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.390Z,,m2
07d2e720-c84f-49d1-ab02-65f7bb9df507,AHSP-R0028,Sewa Tripot,,equipment,active,,2026-07-26T19:43:40.435Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.435Z,,hari
cc32ed7d-771b-41e2-8864-e16f01f5c6bb,AHSP-R0030,Geosynthetic Clay Liner,,material,active,,2026-07-26T19:43:40.502Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.502Z,,m2
a057648d-7cd3-44d7-9ced-721484535ab4,AHSP-R0031,Bentonite,,material,active,,2026-07-26T19:43:40.547Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.547Z,,kg
8b2e314e-1237-449d-b6d2-4904fde69a88,AHSP-R0032,Angkur M16,,material,active,,2026-07-26T19:43:40.593Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.593Z,,buah
636bfae6-91e9-4906-9911-1fb6c158ffd8,AHSP-R0033,Tukang besi,,labor,active,,2026-07-26T19:43:40.638Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.638Z,,OH
7192d08f-c26f-44e7-882b-77d79bf6af71,AHSP-R0034,"Baja Ringan C75, t=1 mm (Batang Utama)",,material,active,,2026-07-26T19:43:40.683Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.683Z,,batang
4e4d3ad6-b2ca-4eeb-a8e4-e9505732a7a7,AHSP-R0035,"Baja Ringan C75, t=0,75 mm (Batang Pengaku)",,material,active,,2026-07-26T19:43:40.727Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.727Z,,batang
5f75ca67-af04-4b47-97d1-696375ede35f,AHSP-R0036,"Baja Ringan C.75, t=1,00 mm (L Bracket)",,material,active,,2026-07-26T19:43:40.772Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.772Z,,batang
212ec8da-b8c1-427d-acb2-bd3a29c9f0c8,AHSP-R0039,"Reng/ Roof Bottom RT-35 t=0,45 mm",,material,active,,2026-07-26T19:43:40.906Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.906Z,,batang
b86081b5-476f-4647-b5b3-379c30e6f6e0,AHSP-R0040,"Self Drilling Screw dia-4 x 16 mm (Roof 
Bottom Screw)",,material,active,,2026-07-26T19:43:40.951Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.951Z,,buah
485402d5-ed3e-4fbe-ae68-21045d0e7aef,AHSP-R0041,Mesin bor (jam),,equipment,active,,2026-07-26T19:43:40.995Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:40.995Z,,jam
f2d5e250-e8a1-4fe6-98bb-0f5e1e8cb149,AHSP-R0042,"Baja ringan C75 x 0,75 mm",,material,active,,2026-07-26T19:43:41.040Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.040Z,,batang
b85d015a-310c-4945-9831-549d502d7daf,AHSP-R0043,"Baja ringan C75 x 0,75 mm (permeter)",,material,active,,2026-07-26T19:43:41.085Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.085Z,,m
09194f4c-0fa0-4f67-bd40-df3a2a8f9f96,AHSP-R0044,Paku Rivet,,material,active,,2026-07-26T19:43:41.131Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.131Z,,buah
291763b6-8d97-448a-b0e9-edc5178377f6,AHSP-R0045,Reng Baja Ringan,,material,active,,2026-07-26T19:43:41.176Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.176Z,,m
77ba6db2-92e0-4290-ad88-f8c4b6ddbcee,AHSP-R0046,Tukang kayu,,labor,active,,2026-07-26T19:43:41.221Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.221Z,,OH
0456b663-f692-4f1a-9f2d-4aa69db70bed,AHSP-R0047,Kayu balok 6/12 kelas II,,material,active,,2026-07-26T19:43:41.266Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.266Z,,m3
9fc97377-5470-4d5b-af91-e2aea703bff9,AHSP-R0048,Besi strip tebal 5 mm,,material,active,,2026-07-26T19:43:41.310Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.310Z,,kg
cbe2bcfc-108f-44ea-8e23-c1941796ce82,AHSP-R0049,Paku 12 cm,,material,active,,2026-07-26T19:43:41.355Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.355Z,,kg
0e35ccd7-5ba1-42c7-b677-2507fc122ff4,AHSP-R0050,Kayu balok 6/12 kelas I,,material,active,,2026-07-26T19:43:41.400Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.400Z,,m3
46a6a886-6a11-4fc8-97c3-74b16d425c83,AHSP-R0051,Kaso 5/7 kayu Kelas II,,material,active,,2026-07-26T19:43:41.445Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.445Z,,m3
9fe8c41d-f5b1-4474-82a1-0f79f42c4378,AHSP-R0052,Reng 2x3 cm,,material,active,,2026-07-26T19:43:41.490Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.490Z,,m3
a42c8da6-2665-418d-98c0-5932f9eb06e6,AHSP-R0053,Paku 5 dan 10 cm,,material,active,,2026-07-26T19:43:41.539Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.539Z,,kg
7e53c2c2-27b2-48ea-82e7-572dae6cd06e,AHSP-R0054,Reng 3x4 cm,,material,active,,2026-07-26T19:43:41.583Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.583Z,,m3
8616f0b6-a234-4561-b2ea-79bd2e79cd5b,AHSP-R0055,Kayu balok 6/15 kelas II (batang),,material,active,,2026-07-26T19:43:41.629Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.629Z,,batang
9b3e998a-4c74-4b1b-b3d2-a47f4ff072f5,AHSP-R0056,Paku 4 inch,,material,active,,2026-07-26T19:43:41.674Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.674Z,,kg
fb76fd5e-cd33-4937-955b-c017177e2fc9,AHSP-R0057,Baja Tulangan Polos (BjTP) diameter < 12 mm,,material,active,,2026-07-26T19:43:41.719Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.719Z,,kg
739ed562-8576-4661-a438-e909b4429422,AHSP-R0058,Kawat beton,,material,active,,2026-07-26T19:43:41.764Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.764Z,,kg
e28f989b-cf47-4404-9fcb-3e567a7945bc,AHSP-R0059,Baja Tulangan Polos (BjTP) diameter >12 mm,,material,active,,2026-07-26T19:43:41.808Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.808Z,,kg
4e7819b6-5963-4fe9-b57e-01058718a725,AHSP-R0060,Cutter baja beton,,equipment,active,,2026-07-26T19:43:41.854Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.854Z,,hari
200e9dc3-879b-43ce-8fa0-f9c91dd8ed5a,AHSP-R0061,Bender baja beton,,equipment,active,,2026-07-26T19:43:41.898Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.898Z,,hari
097e79e7-85f9-481b-b77a-d28e3a729cd0,AHSP-R0062,Wiremesh M6,,material,active,,2026-07-26T19:43:41.944Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.944Z,,kg
6a12b853-aec1-4cd1-8653-919c0885746b,AHSP-R0063,Tower crane arm 30 m,,equipment,active,,2026-07-26T19:43:41.989Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:41.989Z,,hari
d98d80ec-f766-454b-b4c4-f422fb627893,AHSP-R0064,Wiremesh M12,,material,active,,2026-07-26T19:43:42.033Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.033Z,,kg
4f68668f-1585-498c-bc74-edde4ed70bbf,AHSP-R0065,Waterstop lebar 150 mm,,material,active,,2026-07-26T19:43:42.079Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.079Z,,m1
744a783c-93e0-4932-925a-c3e1e89c448e,AHSP-R0066,Waterstop lebar 200 mm,,material,active,,2026-07-26T19:43:42.123Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.123Z,,m1
f832b38b-9b7f-4afb-ba59-819772f1eeeb,AHSP-R0067,Waterstop lebar 250 mm,,material,active,,2026-07-26T19:43:42.169Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.169Z,,m1
6e7e2ebc-54a6-4141-acd3-820866bbca66,AHSP-R0068,Kayu papan kelas III,,material,active,,2026-07-26T19:43:42.214Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.214Z,,m3
5ee4e036-8771-4e69-84e1-7d27c9d38f5b,AHSP-R0069,Minyak bekisting,,material,active,,2026-07-26T19:43:42.259Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.259Z,,liter
507a1aff-3ca8-424b-a080-873728f7bc74,AHSP-R0070,Kayu papan kelas III,,material,active,,2026-07-26T19:43:42.304Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.304Z,,buah
fa5baaf5-8183-4c55-a6d3-1119e2e4e86c,AHSP-R0071,Minyak Bekisting,,material,active,,2026-07-26T19:43:42.349Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.349Z,,m3
d270ca1c-8fc4-4965-80ea-176c30fa2e32,AHSP-R0072,Plywood 12 mm,,material,active,,2026-07-26T19:43:42.394Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.394Z,,lembar
44ecde41-5133-4b7e-9201-6e43e72a8d18,AHSP-R0073,Dolken kayu φ 8-10 panjang 400 cm,,material,active,,2026-07-26T19:43:42.439Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.439Z,,batang
db40dfd0-7400-4fb8-8a03-cc9df606f626,AHSP-R0074,Formtie/penjaga jarak bekesting/spacer,,material,active,,2026-07-26T19:43:42.484Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.484Z,,buah
dd3223a9-89b8-4576-8212-51d231804751,AHSP-R0076,Pasir beton,,material,active,,2026-07-26T19:43:42.551Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.551Z,,kg
c83efd4a-461a-4c87-9b31-be9cb88f56b3,AHSP-R0077,Kerikil,,material,active,,2026-07-26T19:43:42.595Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.595Z,,kg
322de772-3432-42aa-a613-b6cb0d770211,AHSP-R0078,Air,,material,active,,2026-07-26T19:43:42.640Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.640Z,,liter
7e669ec3-0339-4888-a401-03dfd1a73e93,AHSP-R0079,Molen beton mixer 350 liter,,equipment,active,,2026-07-26T19:43:42.684Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.684Z,,hari
c7359445-d313-42aa-98e9-f0241d3939ae,AHSP-R0080,Fly ash,,material,active,,2026-07-26T19:43:42.729Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.729Z,,kg
5d0a7a03-df5a-4034-a9c0-d38cbee3c635,AHSP-R0081,Strorox-100,,material,active,,2026-07-26T19:43:42.774Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.774Z,,kg
14cae85f-5052-4ec1-9b20-3b23865a58c5,AHSP-R0082,Adukan beton K-275 ready mix,,material,active,,2026-07-26T19:43:42.819Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.819Z,,m3
858ece3d-c6e0-4132-81a7-01cf8e17e254,AHSP-R0083,Beton Ready Mixed f'c 15 MPa,,material,active,,2026-07-26T19:43:42.864Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.864Z,,m3
7bab841d-b9c0-473e-89f3-7b87a8dcb94a,AHSP-R0084,Beton Ready Mixed f'c 17 MPa,,material,active,,2026-07-26T19:43:42.908Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.908Z,,m3
1e5806bd-a0cd-4f7e-b011-7667ebd7c126,AHSP-R0085,Beton Ready Mixed f'c 20 MPa,,material,active,,2026-07-26T19:43:42.953Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.953Z,,m3
2cae0a69-b54d-4484-afbd-ee52d68057a2,AHSP-R0086,Beton Ready Mixed f'c 21 MPa,,material,active,,2026-07-26T19:43:42.998Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:42.998Z,,m3
21f55db4-5d06-4264-a19e-2f99335c3937,AHSP-R0087,Beton Ready Mixed f'c 25 MPa,,material,active,,2026-07-26T19:43:43.042Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.042Z,,m3
38083168-7785-45f5-9521-bdee5b67fe7d,AHSP-R0088,Beton Ready Mixed f'c 28 MPa,,material,active,,2026-07-26T19:43:43.087Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.087Z,,m3
8fa12023-cfdf-47ba-a373-66e6773206eb,AHSP-R0089,Beton Ready Mixed f'c 30 Mpa,,material,active,,2026-07-26T19:43:43.132Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.132Z,,m3
f8bbbaf3-af12-48a6-bf97-fbb63216d23d,AHSP-R0090,Beton Ready Mixed f'c 31 MPa,,material,active,,2026-07-26T19:43:43.177Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.177Z,,m3
f50b9ebb-c5d3-4af2-bbf1-102f0fd07734,AHSP-R0091,Beton Ready Mixed f'c 35 MPa,,material,active,,2026-07-26T19:43:43.222Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.222Z,,m3
165bc537-12d3-480e-b772-6acf98340f25,AHSP-R0092,"Pompa beton φ 1,5"";5 KW; 8 bar; T = 5 m'",,equipment,active,,2026-07-26T19:43:43.268Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.268Z,,hari
e523907c-8d00-4300-89af-f8709e37ea13,AHSP-R0093,"Pompa beton ∅ 2,5"",20 KW; 20 bar, T = 18 m'",,equipment,active,,2026-07-26T19:43:43.313Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.313Z,,hari
3969f94c-4a0c-4d24-adf7-ad36dbb5ea2a,AHSP-R0094,"Pompa beton ∅ 2,5"", 75KW; 120 bar, T= 50 m'/H=80 m’",,equipment,active,,2026-07-26T19:43:43.358Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.358Z,,hari
65c2cfad-222e-4bc5-8730-62259467e1ac,AHSP-R0095,"Pompa beton ∅ 3"",140KW; 180 bar, T = 75 m' / H=150 m'",,equipment,active,,2026-07-26T19:43:43.403Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.403Z,,hari
515a41c4-d50c-4bdd-b30b-461c61826592,AHSP-R0096,Concrete vibrator,,equipment,active,,2026-07-26T19:43:43.448Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.448Z,,hari
ed7094f3-cacc-41da-8732-f66fd15d6827,AHSP-R0097,Pasir Pasang,,material,active,,2026-07-26T19:43:43.493Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.493Z,,m3
cd445800-8db1-4ed5-adce-12bfcea5ee58,AHSP-R0098,Terpal,,material,active,,2026-07-26T19:43:43.539Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.539Z,,m2
706d8685-5d34-4494-a696-8218ee182167,AHSP-R0099,Karung goni,,material,active,,2026-07-26T19:43:43.584Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.584Z,,m2
71f567e8-443d-4da8-946a-e147f07e7fa7,AHSP-R0100,BjTP,,material,active,,2026-07-26T19:43:43.629Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.629Z,,kg
e06e61cc-219f-4ef4-b55b-2dacb4c85ec3,AHSP-R0101,Pasir beton (quarry - lokasi pekerjaan),,material,active,,2026-07-26T19:43:43.673Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.673Z,,m3
5d9a1e0a-9643-4b33-87bd-bdd764243f29,AHSP-R0102,Batu split 1/2,,material,active,,2026-07-26T19:43:43.718Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.718Z,,m3
93abc265-4b1a-459e-aab1-92b3fc92284d,AHSP-R0103,Semen grout,,material,active,,2026-07-26T19:43:43.763Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.763Z,,kg
3912e4cf-509a-45e1-964b-554e04ece653,AHSP-R0104,Epoxy resin grout,,material,active,,2026-07-26T19:43:43.809Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.809Z,,kg
948d39a1-7b01-4ed6-a460-c48b42806e39,AHSP-R0105,Pressure grout machine 30 KW; 60 -75 bar (D),,equipment,active,,2026-07-26T19:43:43.854Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.854Z,,jam
7ee9c8fd-8b84-4e15-9fe7-2af535f9fc8d,AHSP-R0106,Batu belah (quarry - lokasi pekerjaan),,material,active,,2026-07-26T19:43:43.898Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.898Z,,m3
cdbbcb61-ef9b-44e1-b475-897f0de1b1d7,AHSP-R0108,Pasir beton (quarry - lokasi pekerjaan),,material,active,,2026-07-26T19:43:43.965Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:43.965Z,,kg
e7ebee78-4cda-4c29-9baf-c62d43aa3783,AHSP-R0109,Agregat kasar,,material,active,,2026-07-26T19:43:44.011Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.011Z,,kg
e8cf8471-540d-40da-878d-6a6593d700ba,AHSP-R0110,Bentonite,,material,active,,2026-07-26T19:43:44.056Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.056Z,,m3
0058982b-2d09-4f20-9dce-134b301655ce,AHSP-R0111,"Stang bor, batang bor dia. 1-1/4""",,equipment,active,,2026-07-26T19:43:44.103Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.103Z,,hari
068147cd-15bb-4dbf-b28e-cfdb7cd4693e,AHSP-R0112,Mata bor auger 20 cm,,equipment,active,,2026-07-26T19:43:44.148Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.148Z,,hari
0769b546-2c55-423d-8cb9-e2a1a84e3ef6,AHSP-R0113,Sewa casing PVC dia. 20 cm,,equipment,active,,2026-07-26T19:43:44.193Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.193Z,,m1
c11d06b7-450e-4370-ba78-38c767978e96,AHSP-R0114,Mata bor auger 30 cm,,equipment,active,,2026-07-26T19:43:44.238Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.238Z,,hari
466f2b64-631e-491c-93f8-029b43ecb6b4,AHSP-R0115,Sewa casing pipa baja dia. 30 cm,,equipment,active,,2026-07-26T19:43:44.283Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.283Z,,m1
4a8d7310-952f-484d-a0e4-839420d3cdfb,AHSP-R0116,Mata bor auger 40 cm,,equipment,active,,2026-07-26T19:43:44.329Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.329Z,,hari
4881711c-8a02-4d3c-8d93-75afa12abcec,AHSP-R0117,Sewa casing pipa baja dia. 40 cm,,equipment,active,,2026-07-26T19:43:44.373Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.373Z,,m1
c948267c-bb12-472e-b739-9fb8c2d41d91,AHSP-R0118,Mata bor auger 50 cm,,equipment,active,,2026-07-26T19:43:44.418Z,a0000000-0000-0000-0000-000000000001,2026-07-26T19:43:44.418Z,,hari
