id,user_id,project_id,title,message,channel,is_read,read_at,action_url,sent_at,created_at,type,action_type,action_data,is_actioned,actioned_at,priority,company_id
c0f6993d-6f5b-4dc3-89ae-73605c2b20c1,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000002,Change Order Disubmit,"CO-001 ""Penambahan Struktur Lantai 3"" (+Rp 50.000.000) di proyek Pembangunan Rumah Bu Sari â€” Dago menunggu persetujuan",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:07.061Z,2026-06-15T19:56:07.496Z,change_order_submitted,view_change_order,"{""change_order_id"":""52991476-ecb2-4921-b8a6-7e4562c1cd60""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
f103595e-4b39-4489-a455-3fac09cf546f,a0000000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000002,Change Order Disubmit,"CO-001 ""Penambahan Struktur Lantai 3"" (+Rp 50.000.000) di proyek Pembangunan Rumah Bu Sari â€” Dago menunggu persetujuan",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:07.061Z,2026-06-15T19:56:07.496Z,change_order_submitted,view_change_order,"{""change_order_id"":""52991476-ecb2-4921-b8a6-7e4562c1cd60""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
fcc015ed-0d61-4827-a528-b4b7026a2771,a0000000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000002,Change Order Disetujui,"CO-001 ""Penambahan Struktur Lantai 3"" (+Rp 50.000.000) telah disetujui. Nilai kontrak baru: Rp 570.000.000",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:18.813Z,2026-06-15T19:56:19.250Z,change_order_approved,view_change_order,"{""change_order_id"":""52991476-ecb2-4921-b8a6-7e4562c1cd60""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
63bd97ca-389c-4f18-92f3-a2c81ad4500b,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000002,Change Order Disetujui,"CO-001 ""Penambahan Struktur Lantai 3"" (+Rp 50.000.000) telah disetujui. Nilai kontrak baru: Rp 570.000.000",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:18.813Z,2026-06-15T19:56:19.250Z,change_order_approved,view_change_order,"{""change_order_id"":""52991476-ecb2-4921-b8a6-7e4562c1cd60""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
a596118a-f46f-459f-8cb3-f198a22d8758,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000002,Change Order Disubmit,"CO-002 ""Perubahan Spesifikasi Atap"" (+Rp 12.000.000) di proyek Pembangunan Rumah Bu Sari â€” Dago menunggu persetujuan",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:36.219Z,2026-06-15T19:56:36.663Z,change_order_submitted,view_change_order,"{""change_order_id"":""a914cb63-f7c1-498c-90ce-1765f7dc58e9""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
3dda6a01-61c9-4e88-bad3-64eceedc93b5,a0000000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000002,Change Order Disubmit,"CO-002 ""Perubahan Spesifikasi Atap"" (+Rp 12.000.000) di proyek Pembangunan Rumah Bu Sari â€” Dago menunggu persetujuan",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:36.219Z,2026-06-15T19:56:36.663Z,change_order_submitted,view_change_order,"{""change_order_id"":""a914cb63-f7c1-498c-90ce-1765f7dc58e9""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
57d67570-0ed5-46d3-9baa-94b2115ae639,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000002,Change Order Ditolak,"CO-002 ""Perubahan Spesifikasi Atap"" di proyek Pembangunan Rumah Bu Sari â€” Dago ditolak: Budget sudah tidak mencukupi untuk perubahan ini",push,false,,/proyek/c0000000-0000-0000-0000-000000000002?tab=change-order,2026-06-15T19:56:36.336Z,2026-06-15T19:56:36.774Z,change_order_rejected,view_change_order,"{""change_order_id"":""a914cb63-f7c1-498c-90ce-1765f7dc58e9""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
8c819921-f06d-4162-8f56-cbe81bbbdb39,a0000000-0000-0000-0000-000000000002,,MR Disetujui,Material Request MR-2026-002 telah disetujui,push,false,,/procurement/requests/88d990ec-8f14-48d2-97c4-89830f8a9fca,2026-06-17T15:48:17.222Z,2026-06-17T15:48:17.942Z,general,,,false,,normal,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
d6f494c3-ccac-4bf8-9eda-a1f08e1d8e48,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000001,Kasbon Menunggu Persetujuan,"Kasbon Rp 2.000.000 dari Pak Slamet di proyek ""Renovasi Rumah Pak Andi â€” Buah Batu"" sudah menunggu 8 hari",push,false,,/mandor,2026-06-17T15:56:32.187Z,2026-06-17T15:56:32.922Z,kasbon_pending,,"{""record_id"":""3202cb60-a223-4e4b-81c3-56cb02af7dce"",""days_waiting"":8}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
e5c5a355-e6f1-41c4-bf03-89fab0abd4c4,a0000000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000001,Kasbon Menunggu Persetujuan,"Kasbon Rp 2.000.000 dari Pak Slamet di proyek ""Renovasi Rumah Pak Andi â€” Buah Batu"" sudah menunggu 8 hari",push,false,,/mandor,2026-06-17T15:56:32.397Z,2026-06-17T15:56:33.132Z,kasbon_pending,,"{""record_id"":""3202cb60-a223-4e4b-81c3-56cb02af7dce"",""days_waiting"":8}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
d02afb22-7e65-424a-8a66-5c76195f6261,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000011,Invoice Jatuh Tempo Terlewat,"Invoice INV/PRL/2026/016 (Rp 96.900.000) di proyek ""Gudang Pak Hendra â€” Gedebage"" sudah 10 hari melewati jatuh tempo",push,false,,/keuangan,2026-06-17T15:56:32.999Z,2026-06-17T15:56:33.746Z,invoice_overdue,,"{""days_late"":10,""record_id"":""e0110000-0000-0000-0000-000000000003""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
e65b8a77-2f23-4c80-b81e-7a8fe53dd42c,a0000000-0000-0000-0000-000000000015,c0000000-0000-0000-0000-000000000011,Invoice Jatuh Tempo Terlewat,"Invoice INV/PRL/2026/016 (Rp 96.900.000) di proyek ""Gudang Pak Hendra â€” Gedebage"" sudah 10 hari melewati jatuh tempo",push,false,,/keuangan,2026-06-17T15:56:33.114Z,2026-06-17T15:56:33.851Z,invoice_overdue,,"{""days_late"":10,""record_id"":""e0110000-0000-0000-0000-000000000003""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
dcf9d067-5872-4d3a-b548-33c8f0a3ceec,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000013,Invoice Jatuh Tempo Terlewat,"Invoice INV/PRL/2026/019 (Rp 15.300.000) di proyek ""Tambah Ruang Pak Andi â€” Cicendo"" sudah 10 hari melewati jatuh tempo",push,false,,/keuangan,2026-06-17T15:56:33.546Z,2026-06-17T15:56:34.283Z,invoice_overdue,,"{""days_late"":10,""record_id"":""e0130000-0000-0000-0000-000000000003""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
f5b7fee6-d270-42e7-8a32-b4cc686195c1,a0000000-0000-0000-0000-000000000002,c0000000-0000-0000-0000-000000000013,Invoice Jatuh Tempo Terlewat,"Invoice INV/PRL/2026/019 (Rp 15.300.000) di proyek ""Tambah Ruang Pak Andi â€” Cicendo"" sudah 10 hari melewati jatuh tempo",push,false,,/keuangan,2026-06-17T15:56:33.648Z,2026-06-17T15:56:34.391Z,invoice_overdue,,"{""days_late"":10,""record_id"":""e0130000-0000-0000-0000-000000000003""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
7e99967a-4a98-4561-a104-9787cda05900,a0000000-0000-0000-0000-000000000001,c0000000-0000-0000-0000-000000000014,Invoice Jatuh Tempo Terlewat,"Invoice INV/PRL/2026/022 (Rp 7.395.000) di proyek ""Renovasi Toko Pak Rudi â€” Sukajadi"" sudah 10 hari melewati jatuh tempo",push,false,,/keuangan,2026-06-17T15:56:33.959Z,2026-06-17T15:56:34.697Z,invoice_overdue,,"{""days_late"":10,""record_id"":""e0140000-0000-0000-0000-000000000004""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
d35ac232-ac42-4277-8557-5eaddf1c128c,a0000000-0000-0000-0000-000000000003,c0000000-0000-0000-0000-000000000014,Invoice Jatuh Tempo Terlewat,"Invoice INV/PRL/2026/022 (Rp 7.395.000) di proyek ""Renovasi Toko Pak Rudi â€” Sukajadi"" sudah 10 hari melewati jatuh tempo",push,false,,/keuangan,2026-06-17T15:56:34.065Z,2026-06-17T15:56:35.078Z,invoice_overdue,,"{""days_late"":10,""record_id"":""e0140000-0000-0000-0000-000000000004""}",false,,high,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
9f261585-a64a-4d5c-8923-e7dd8b8b7a45,a0000000-0000-0000-0000-000000000004,c0000000-0000-0000-0000-000000000001,Kasbon Disetujui,Kasbon Rp 2.000.000 untuk Pekerjaan Finishing - Renovasi Rumah Pak Andi â€” Buah Batu telah disetujui,push,false,,/mandor?tab=kasbon,2026-07-24T12:18:51.373Z,2026-07-24T12:18:52.134Z,kasbon_approved,view_kasbon,"{""kasbon_id"":""3202cb60-a223-4e4b-81c3-56cb02af7dce""}",false,,normal,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
ff21c80b-a228-47d4-8e37-5333751fd902,a0000000-0000-0000-0000-000000000004,c0000000-0000-0000-0000-000000000001,Kasbon Disetujui,Kasbon Rp 2.000.000 untuk Pekerjaan Finishing - Renovasi Rumah Pak Andi â€” Buah Batu telah disetujui,push,false,,/mandor?tab=kasbon,2026-07-24T12:18:52.943Z,2026-07-24T12:18:53.710Z,kasbon_approved,view_kasbon,"{""kasbon_id"":""3202cb60-a223-4e4b-81c3-56cb02af7dce""}",false,,normal,48befb54-113d-4e1b-b4dd-91cf79d6d8a0
