id,resource_id,amount,currency,version_number,effective_date,expired_date,location,supplier,confidence_level,status,verified_by,verified_at,created_at,created_by,updated_at,updated_by,company_id
332f0d96-2a50-4e85-af82-4204c7ef4fa6,b2232973-c577-4494-8c13-497e6c13c733,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T19:29:17.019Z,2026-07-28T19:29:17.019Z,a0000000-0000-0000-0000-000000000001,2026-07-28T19:29:17.019Z,,
d694fe9f-3efe-4662-9c70-db3659c5bc46,6abe0f9d-6823-4282-8d58-8567da9ff252,430000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.380Z,2026-07-29T14:41:13.380Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.380Z,,
646718f3-8207-4d0d-866d-7d3228912225,93a40392-1998-43e7-b973-ebf8083a94d3,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:13:31.522Z,2026-07-28T21:13:31.522Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:13:31.522Z,,
9bcec632-1dc9-4e0b-8e27-479affa941be,fe536639-67ac-4b7e-8488-02247153ebaa,586.67,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.422Z,2026-07-29T14:41:13.422Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.422Z,,
58f065ae-7bc9-4286-ad1a-df1e90f859c9,48b1f2fb-d00b-4275-b0d1-f86d2e301a68,230000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.464Z,2026-07-29T14:41:13.464Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.464Z,,
b0bbd33d-74d6-4ea6-88c7-fd1101120fcf,7bb52ed9-03fe-4c7a-9b7c-7c37e83f8f8d,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T06:59:13.445Z,2026-07-29T06:59:13.445Z,a0000000-0000-0000-0000-000000000001,2026-07-29T06:59:13.445Z,,
20da722c-5abb-4b84-a657-f53af5c5b293,4db3bf8c-0e99-4795-b96b-7c983396b9ae,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T09:23:00.642Z,2026-07-29T09:23:00.642Z,a0000000-0000-0000-0000-000000000001,2026-07-29T09:23:00.642Z,,
c1ee07dc-0171-4bd7-8f48-8ebad7a1fc67,fe92b0eb-2d75-43bb-a2c7-8f065608c07d,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:30:56.373Z,2026-07-28T21:30:56.373Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:30:56.373Z,,
f62cbda2-4e3e-4bfc-a882-9c2f5a563dbb,e2d9a257-cf4f-41dc-b430-8ba3aca21d5d,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T04:23:11.886Z,2026-07-29T04:23:11.886Z,a0000000-0000-0000-0000-000000000001,2026-07-29T04:23:11.886Z,,
13adbc56-9f01-4043-abd0-0b2c6422153b,23533cfd-104e-460d-ac66-f7c6334e75f6,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T20:53:42.492Z,2026-07-28T20:53:42.492Z,a0000000-0000-0000-0000-000000000001,2026-07-28T20:53:42.492Z,,
1d13f2d8-edce-4144-9ec1-361b9d40e170,96274a2d-815c-47f4-acef-a2014fd29223,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:34:40.955Z,2026-07-29T03:34:40.955Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:34:40.955Z,,
0697be6a-6a3c-489b-a5c5-82efa7438a48,dcc12c4c-b80b-4838-9a37-083d4cf4fec3,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:54:58.115Z,2026-07-29T03:54:58.115Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:54:58.115Z,,
4567a739-8fbc-460f-875a-585ffed4af46,a727528c-15ae-4d33-8fe5-37258b674c07,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:16:01.555Z,2026-07-28T21:16:01.555Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:16:01.555Z,,
4f1d681f-ae48-4a50-831e-a1ab0f75dff0,101ad2cf-2258-400c-8ca2-ebfacd354670,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T19:33:47.294Z,2026-07-28T19:33:47.294Z,a0000000-0000-0000-0000-000000000001,2026-07-28T19:33:47.294Z,,
ec9853cd-c2c7-4846-bae6-7a5949f8449f,34109f40-949d-4d93-aedf-fb20dc588dc8,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T16:28:36.431Z,2026-07-28T16:28:36.431Z,a0000000-0000-0000-0000-000000000001,2026-07-28T16:28:36.431Z,,
feb6aa45-c127-4a85-8995-b0703d5cfefd,2a1f47ef-2363-48aa-86f4-64c492acb1e3,218500.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.506Z,2026-07-29T14:41:13.506Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.506Z,,
4946b919-7137-4470-bef7-fd5f5f8e8c63,ccc2b60c-bea4-4215-9ec9-04424828fce5,21000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.548Z,2026-07-29T14:41:13.548Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.548Z,,
1f12f7fe-d866-4555-b475-c3b3f2f48eae,a4aa5b07-e96c-40d8-a40d-acb37347ec6f,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T05:24:29.829Z,2026-07-29T05:24:29.829Z,a0000000-0000-0000-0000-000000000001,2026-07-29T05:24:29.829Z,,
aa5350cd-8088-4092-92b9-b3c5ec8a0dfc,f61161b1-c702-45d7-8024-aa26ccd376e2,44100.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.590Z,2026-07-29T14:41:13.590Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.590Z,,
b6bd226f-d7d4-4b06-bd0e-cb4bb687b312,076cfa5d-d200-47f0-8101-dea6b9166313,30000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.632Z,2026-07-29T14:41:13.632Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.632Z,,
dc7689fa-6f42-47d9-89c5-2df6ba85b96b,5abf33c1-ec9d-4579-832e-79df370c15da,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T20:56:30.015Z,2026-07-28T20:56:30.015Z,a0000000-0000-0000-0000-000000000001,2026-07-28T20:56:30.015Z,,
9cce0896-acb1-4464-bd52-ae16617eeeb8,879e160f-754f-4ac3-ac1e-c4282bdbe6cc,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T11:32:00.872Z,2026-07-29T11:32:00.872Z,a0000000-0000-0000-0000-000000000001,2026-07-29T11:32:00.872Z,,
8ef9a777-debd-4e24-ac58-ba579c12868c,ea13cb2f-f9b5-4ae7-9433-eb0329386a46,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T07:05:30.333Z,2026-07-29T07:05:30.333Z,a0000000-0000-0000-0000-000000000001,2026-07-29T07:05:30.333Z,,
b86d1975-de18-4488-b4cd-ce5dfa56ce86,180c2a38-74bb-4da8-b7a2-822edf48b2dc,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:57:13.128Z,2026-07-28T21:57:13.128Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:57:13.128Z,,
bda743e0-bd7c-4821-9ba4-4b4dd0feb165,59335f2d-4c55-4369-834c-9e3836058488,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T04:32:22.572Z,2026-07-29T04:32:22.572Z,a0000000-0000-0000-0000-000000000001,2026-07-29T04:32:22.572Z,,
b71fc5b8-0dde-47e1-83f7-b06e5444d59d,0f6da661-4544-47cb-a145-067f9a5b62e4,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T19:41:32.616Z,2026-07-28T19:41:32.616Z,a0000000-0000-0000-0000-000000000001,2026-07-28T19:41:32.616Z,,
9ba64f33-a9af-4224-a5c5-926000b5bf4a,1c585f30-5092-439b-84bc-a21db1f5395c,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:57:22.715Z,2026-07-29T03:57:22.715Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:57:22.715Z,,
89564ba8-1944-4684-ad64-4b78ecbf5d5f,7917b0fe-6855-4286-8dec-42b4654093f0,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:24:55.988Z,2026-07-28T21:24:55.988Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:24:55.988Z,,
0a684d8e-6bea-461b-9b23-f64d53b5dda2,7f1df1d0-d7c5-41a5-a38a-0f36eb248163,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:00:51.522Z,2026-07-28T21:00:51.522Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:00:51.522Z,,
7427eedb-3b91-4806-bde6-e4e627c9384a,6d62d4b4-27b8-494b-a5ca-b60af6917dab,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T13:21:42.602Z,2026-07-29T13:21:42.602Z,a0000000-0000-0000-0000-000000000001,2026-07-29T13:21:42.602Z,,
63a00a2e-0c0b-4a5a-9dd8-579abb61a6d1,f0d8d483-d0ce-4958-9570-8c4623f8fbe4,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T06:15:55.509Z,2026-07-29T06:15:55.509Z,a0000000-0000-0000-0000-000000000001,2026-07-29T06:15:55.509Z,,
55337600-0244-4d03-ae76-66610e7e4714,64980d76-4163-436c-8e4b-0ceeeddf0f5f,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T09:54:37.584Z,2026-07-29T09:54:37.584Z,a0000000-0000-0000-0000-000000000001,2026-07-29T09:54:37.584Z,,
d024c4f5-0894-4a1d-abb6-dbf3b1cecfd5,463b2d35-a0d5-4478-a3b1-986dcb3ccc51,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:17:51.645Z,2026-07-29T03:17:51.645Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:17:51.645Z,,
d10e1f17-4b8a-4fcb-9ced-08932d66a9d0,8f4d7b16-ba17-4b93-993d-1f5f54562b80,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T11:52:19.054Z,2026-07-29T11:52:19.054Z,a0000000-0000-0000-0000-000000000001,2026-07-29T11:52:19.054Z,,
63bbcc2f-5c18-43ee-9877-03592da09fe1,64ae2af6-913b-403d-a642-4a28b78ef549,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T06:28:30.795Z,2026-07-29T06:28:30.795Z,a0000000-0000-0000-0000-000000000001,2026-07-29T06:28:30.795Z,,
30e2d452-e199-4e71-a0cd-0edc0a7197a6,9577fbc2-dce3-4152-8529-4ac1deea1d68,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T10:49:06.735Z,2026-07-29T10:49:06.735Z,a0000000-0000-0000-0000-000000000001,2026-07-29T10:49:06.735Z,,
52071e89-b4ff-4d83-9f79-9165c1f1cfc7,b44feb2a-1b09-439f-9e4c-e3148eaf9d39,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:45:14.695Z,2026-07-29T03:45:14.695Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:45:14.695Z,,
662f62a9-0d4f-4d2e-abe0-e9db4f63a393,3089d6e6-0995-484c-94fb-0abd9c3dd779,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T06:50:36.858Z,2026-07-29T06:50:36.858Z,a0000000-0000-0000-0000-000000000001,2026-07-29T06:50:36.858Z,,
f3c04858-4f0a-4860-8e7a-dfc69640fbce,8d61e6c6-9e6f-4194-83c6-0fbd0454a3ba,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T12:44:38.647Z,2026-07-29T12:44:38.647Z,a0000000-0000-0000-0000-000000000001,2026-07-29T12:44:38.647Z,,
a0bee584-eb90-48a0-bdab-479133939d70,5b087c3e-6fb1-4029-b82c-00f3a56b420e,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T08:57:01.321Z,2026-07-29T08:57:01.321Z,a0000000-0000-0000-0000-000000000001,2026-07-29T08:57:01.321Z,,
0047b4df-e171-4faa-88f8-1ae284951ce2,2a64e7ce-583b-4526-a2bb-447ac27e1bb5,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T19:58:21.666Z,2026-07-28T19:58:21.666Z,a0000000-0000-0000-0000-000000000001,2026-07-28T19:58:21.666Z,,
04b9666c-6218-4cb5-b616-54bcf2205122,6ac3ea6e-3b4a-4dc7-8ad1-bcbb4a496374,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T04:43:11.530Z,2026-07-29T04:43:11.530Z,a0000000-0000-0000-0000-000000000001,2026-07-29T04:43:11.530Z,,
ba641746-806c-4e18-8e69-f3f12c119660,9941ab01-9434-4234-8b37-ec8a1262c1bd,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:32:14.977Z,2026-07-29T03:32:14.977Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:32:14.977Z,,
4cd199dd-3a27-41bf-9b1f-ba682e0cec0b,5bfed503-28be-4e9d-84db-414f972670a1,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:52:07.089Z,2026-07-28T21:52:07.089Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:52:07.089Z,,
c869fa3a-1558-410a-8d5d-1233ce3ca751,05f8a924-e816-45b2-8a5a-e2a79f3f4dd3,1.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.674Z,2026-07-29T14:41:13.674Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.674Z,,
fd09a50c-f36f-475f-b61c-1cc188218937,9a846f62-47c1-400a-89f8-055d101ec540,140000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.715Z,2026-07-29T14:41:13.715Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.715Z,,
c3289352-ce60-4924-bfcd-9bb443784ee4,dbaee18c-4643-4c8c-bcbf-bf13c610b4a2,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T20:12:21.202Z,2026-07-28T20:12:21.202Z,a0000000-0000-0000-0000-000000000001,2026-07-28T20:12:21.202Z,,
c894022c-f358-4120-a9f1-0d0970b82456,c2ebbe78-59f8-4db4-bdbd-08741b19ac84,1700000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.758Z,2026-07-29T14:41:13.758Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.758Z,,
1d8aeab1-916a-415b-bc4e-1810b565a7af,e95c8b85-9888-4f24-b268-dcaa3c99c004,150000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.800Z,2026-07-29T14:41:13.800Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.800Z,,
44f3de9a-a976-4dc1-acfa-ddc105bc4d19,b15f4bf1-2ca4-4f5f-89ef-a7a0bd126b57,430000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.842Z,2026-07-29T14:41:13.842Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.842Z,,
2917c1cf-b2a3-4112-af64-aa9e19ae78dc,d9599edb-c6ce-4b67-8143-bd1641324009,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T04:26:13.961Z,2026-07-29T04:26:13.961Z,a0000000-0000-0000-0000-000000000001,2026-07-29T04:26:13.961Z,,
660ac17f-6f7d-45ce-a9dc-bc78fda56b63,658aefa3-9223-4aeb-8c95-9ac12709c0a4,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T21:19:16.257Z,2026-07-28T21:19:16.257Z,a0000000-0000-0000-0000-000000000001,2026-07-28T21:19:16.257Z,,
f6c465bb-d409-4320-8a9f-0337be4119d3,0911fd73-f6b1-4654-8811-deec8d6c1a34,1.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.884Z,2026-07-29T14:41:13.884Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.884Z,,
50da02a2-dbf3-4b42-95d0-e7081910a543,d163586e-5cad-4221-b25e-ead0718ba550,1500000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.926Z,2026-07-29T14:41:13.926Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.926Z,,
dd7e009d-fabb-4fb8-917e-b902efb7e4ff,ce2cd0e3-56ce-4ec1-935b-3c68063e21c0,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T04:55:33.795Z,2026-07-29T04:55:33.795Z,a0000000-0000-0000-0000-000000000001,2026-07-29T04:55:33.795Z,,
5540bde1-28be-413b-8a07-2673cb779780,33bac796-e2c8-48d7-8d72-3a24b2c81784,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-28T20:16:26.943Z,2026-07-28T20:16:26.943Z,a0000000-0000-0000-0000-000000000001,2026-07-28T20:16:26.943Z,,
64845daf-e744-432f-8ee9-190c47d036d0,a1d1e88f-23b2-4dee-93cb-070284e9be5a,350000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.968Z,2026-07-29T14:41:13.968Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:13.968Z,,
9d23aa50-eeff-4121-8e10-832f8865597f,cfe1d559-3670-4c84-9e2c-f3bb474d0b73,25000.00,IDR,1,2019-12-31T17:00:00.000Z,,,,,active,a0000000-0000-0000-0000-000000000001,2026-07-29T03:37:25.634Z,2026-07-29T03:37:25.634Z,a0000000-0000-0000-0000-000000000001,2026-07-29T03:37:25.634Z,,
fca7af6b-ba85-4919-934c-22630c119dcf,94a24e25-1c73-4bb7-afb2-75daad3d8fa4,24700.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:14.009Z,2026-07-29T14:41:14.009Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:14.009Z,,
dc200ec7-3cb3-4e11-a774-0ad71b22b774,6053aa7d-45b0-43ba-8262-7d6f2aba1715,100000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:14.052Z,2026-07-29T14:41:14.052Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:14.052Z,,
4e195ef6-8d95-4ea3-9e76-06a02e54435b,f3f42e3f-eb0e-4a30-b666-6dc5ccd2aa93,3235000.00,IDR,1,2025-12-31T17:00:00.000Z,,,,medium,active,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:14.094Z,2026-07-29T14:41:14.094Z,a0000000-0000-0000-0000-000000000001,2026-07-29T14:41:14.094Z,,
