id,company_id,user_id,role_id,is_default,is_active,created_at,created_by
a897bf5c-8ba9-4f04-b700-dd54c3de471d,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000016,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
d7e854a4-534d-46c5-ba1d-884a81006dee,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000017,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
0bd7d63c-c4a6-4759-a7fc-ec0068b4d747,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000018,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
a9d7d741-8ea5-40c5-80fe-8f71c3efc91c,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000019,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
c8fcc6a8-c62c-4d05-b4c7-c2ac236430fc,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000020,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
2e1d602c-9de4-44e2-a322-8ac1b0d4575b,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,31a29fe1-65ec-4773-b2e3-e0da0dcdec5b,99c063b8-3d39-4768-ba73-42ba08a5a7e5,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
7bdad424-d399-4246-819c-19283a1bbafb,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000004,99c063b8-3d39-4768-ba73-42ba08a5a7e5,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
67900931-ff2c-4b5e-a6d2-6c8ba0406452,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,12c86c32-cf86-4408-825b-c6f059b85103,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
b1ba2d5a-d59e-4226-8f77-41887b92583c,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000002,acd484ff-a447-4602-b407-96bdd37a0847,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
9bce17ae-3f33-4088-9323-59d358326157,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000008,22f079e7-8ac2-4a05-82f8-8ccfb272d417,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
797941b0-31da-4097-ac8f-6e03671aa4cd,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000006,99c063b8-3d39-4768-ba73-42ba08a5a7e5,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
9871336b-8c17-46ae-9cb6-8ecfb8c5ab74,48befb54-113d-4e1b-b4dd-91cf79d6d8a0,a0000000-0000-0000-0000-000000000001,da12e94a-cd89-4be4-ad67-bbc7fdf89208,true,true,2026-07-28T17:14:18.596Z,a0000000-0000-0000-0000-000000000001
