id,scenario_id,version_number,total_amount,status,approved_by,approved_at,frozen_at,created_at,created_by,updated_at,updated_by,edition_id
44253142-aaf2-4012-b49c-862b05625054,bd410d93-c0e4-417b-b2ee-f816a97e594d,4,5000000.00,under_review,,,,2026-07-25T07:56:11.479Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:56:11.736Z,a0000000-0000-0000-0000-000000000001,
9c1e4ddb-907b-4070-8c47-868921248483,bd410d93-c0e4-417b-b2ee-f816a97e594d,5,5000000.00,draft,,,,2026-07-25T07:56:11.979Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:56:11.979Z,,
96751cb1-bd92-43ef-b7a1-8148934de525,7ce62975-3c97-487c-9af5-f71fcf021c03,7,5000000.00,draft,,,,2026-07-25T07:59:40.613Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:41.088Z,a0000000-0000-0000-0000-000000000001,
33a716cf-96e2-47b0-9e93-4b13675110a5,bd410d93-c0e4-417b-b2ee-f816a97e594d,6,5000000.00,draft,,,,2026-07-25T07:56:12.203Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:56:12.659Z,a0000000-0000-0000-0000-000000000001,
d736857d-85d6-47a4-8c29-e586121ca818,7ce62975-3c97-487c-9af5-f71fcf021c03,8,5000000.00,draft,,,,2026-07-25T07:59:41.161Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:41.621Z,a0000000-0000-0000-0000-000000000001,
814f1095-f412-4714-93a8-b6438033822e,bd410d93-c0e4-417b-b2ee-f816a97e594d,7,5000000.00,draft,,,,2026-07-25T07:56:12.726Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:56:13.276Z,a0000000-0000-0000-0000-000000000001,
e7686ef2-7cf6-4b8f-bef2-e4c6585d1ef8,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,1,5000000.00,under_review,,,,2026-07-25T07:57:20.961Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:21.356Z,a0000000-0000-0000-0000-000000000001,
4e155fd1-a3d8-4bb6-ac06-0ab1b3d38f11,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,2,0.00,draft,,,,2026-07-25T07:57:21.408Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:21.408Z,,
abd9979f-dd6b-426e-b314-5399dab03559,cc559d80-a5f7-4e94-ba12-c36db816f850,1,5000000.00,under_review,,,,2026-07-25T08:03:30.950Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:33.846Z,a0000000-0000-0000-0000-000000000001,
c36b0b1e-0a94-4164-8cce-92d2cd261309,cc559d80-a5f7-4e94-ba12-c36db816f850,2,0.00,draft,,,,2026-07-25T08:03:34.260Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:34.260Z,,
2ab385b7-822c-4bec-8807-9f7b8c23516f,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,3,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:22.667Z,,2026-07-25T07:57:21.715Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:22.667Z,a0000000-0000-0000-0000-000000000001,
34b6dcdf-7114-4e40-9355-51d41436eab6,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,4,5000000.00,under_review,,,,2026-07-25T07:57:22.713Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:22.945Z,a0000000-0000-0000-0000-000000000001,
4fb4eea8-5ddc-4a30-9d37-9602912f1993,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,5,5000000.00,draft,,,,2026-07-25T07:57:23.190Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:23.190Z,,
c1a9a6d8-f6a1-43ef-9bfa-18a99048bf2a,cc559d80-a5f7-4e94-ba12-c36db816f850,3,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:40.941Z,,2026-07-25T08:03:35.951Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:40.941Z,a0000000-0000-0000-0000-000000000001,
1ff61e9f-1e8b-460c-8fd1-2b9db1fc9a18,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,6,5000000.00,draft,,,,2026-07-25T07:57:23.381Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:23.914Z,a0000000-0000-0000-0000-000000000001,
f716ea5a-2bf9-414e-8c20-e77890976cea,cc559d80-a5f7-4e94-ba12-c36db816f850,4,5000000.00,under_review,,,,2026-07-25T08:03:41.353Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:42.814Z,a0000000-0000-0000-0000-000000000001,
0ee9453f-990a-4fa4-810c-b5e29b8e47f0,2fb12254-f10e-4cf6-bb0a-2f9bd0a63236,7,5000000.00,draft,,,,2026-07-25T07:57:23.977Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:57:24.435Z,a0000000-0000-0000-0000-000000000001,
17617610-1bc5-4893-a221-c3a1406e1283,cc559d80-a5f7-4e94-ba12-c36db816f850,5,5000000.00,draft,,,,2026-07-25T08:03:44.080Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:44.080Z,,
26dffdfd-bfa3-4590-9e9f-0478cfdd18a8,2d42780d-6f97-4078-9099-5e4dab89c5c4,1,5000000.00,under_review,,,,2026-07-25T07:58:52.595Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:53.282Z,a0000000-0000-0000-0000-000000000001,
ff8c4dc1-c7ae-46c9-be5b-90e8d2a615a6,2d42780d-6f97-4078-9099-5e4dab89c5c4,2,0.00,draft,,,,2026-07-25T07:58:53.339Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:53.339Z,,
28811669-245b-472f-b15c-08eb6921b2db,2d42780d-6f97-4078-9099-5e4dab89c5c4,3,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:54.765Z,,2026-07-25T07:58:53.650Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:54.765Z,a0000000-0000-0000-0000-000000000001,
d90b19e6-f670-4157-a068-23a0d4fa886c,2d42780d-6f97-4078-9099-5e4dab89c5c4,4,5000000.00,under_review,,,,2026-07-25T07:58:54.814Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:55.055Z,a0000000-0000-0000-0000-000000000001,
e9eb421c-4a36-4295-9e2d-2b7f5b284578,2d42780d-6f97-4078-9099-5e4dab89c5c4,5,5000000.00,draft,,,,2026-07-25T07:58:55.295Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:55.295Z,,
f5218384-2c05-48f6-890c-217509f0bc60,2d42780d-6f97-4078-9099-5e4dab89c5c4,6,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:56.410Z,,2026-07-25T07:58:55.527Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:56.410Z,a0000000-0000-0000-0000-000000000001,
4c262f7a-9f80-4d9f-8e3d-c0c10962fd8b,2d42780d-6f97-4078-9099-5e4dab89c5c4,7,5000000.00,draft,,,,2026-07-25T07:58:56.482Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:56.920Z,a0000000-0000-0000-0000-000000000001,
1106ea99-6663-463f-b5dd-cfa64824bccb,2d42780d-6f97-4078-9099-5e4dab89c5c4,8,5000000.00,draft,,,,2026-07-25T07:58:56.992Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:58:57.470Z,a0000000-0000-0000-0000-000000000001,
aa367cc2-e703-4ddc-858f-ade6b4099108,4112941d-39e3-438c-a2e1-31170035c9b4,1,5000000.00,under_review,,,,2026-07-25T07:59:07.333Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:07.742Z,a0000000-0000-0000-0000-000000000001,
f92227d3-527c-4d36-bd8b-55be1f2b5eab,4112941d-39e3-438c-a2e1-31170035c9b4,2,0.00,draft,,,,2026-07-25T07:59:07.792Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:07.792Z,,
503a684d-2cff-4101-837b-d274bc5c26d7,4112941d-39e3-438c-a2e1-31170035c9b4,3,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:09.046Z,,2026-07-25T07:59:08.130Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:09.046Z,a0000000-0000-0000-0000-000000000001,
8b5a8c32-44bd-47a0-9598-bafa6b0699f8,4112941d-39e3-438c-a2e1-31170035c9b4,4,5000000.00,under_review,,,,2026-07-25T07:59:09.093Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:09.307Z,a0000000-0000-0000-0000-000000000001,
6372f905-beff-4d82-8cb2-673c1c16d3a8,4112941d-39e3-438c-a2e1-31170035c9b4,5,5000000.00,draft,,,,2026-07-25T07:59:09.551Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:09.551Z,,
96a91b75-6f5d-47c6-8d6b-a64f1fcbecf2,4112941d-39e3-438c-a2e1-31170035c9b4,6,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:10.414Z,,2026-07-25T07:59:09.815Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:10.414Z,a0000000-0000-0000-0000-000000000001,
0080b272-2d4f-4088-944b-87fbd4e08900,4112941d-39e3-438c-a2e1-31170035c9b4,7,5000000.00,draft,,,,2026-07-25T07:59:10.465Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:10.924Z,a0000000-0000-0000-0000-000000000001,
0d6d6576-a1fd-48e3-8665-4ca402616a71,4112941d-39e3-438c-a2e1-31170035c9b4,8,5000000.00,draft,,,,2026-07-25T07:59:10.991Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:11.476Z,a0000000-0000-0000-0000-000000000001,
260f5d64-d619-4444-8f35-a01a56304c15,dda4a456-847b-482f-a8df-fae31429d350,1,5000000.00,under_review,,,,2026-07-25T07:59:13.262Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:13.672Z,a0000000-0000-0000-0000-000000000001,
0e87e205-d400-46e3-a91b-678d5c12c44e,dda4a456-847b-482f-a8df-fae31429d350,2,0.00,draft,,,,2026-07-25T07:59:13.724Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:13.724Z,,
8aa1d966-9007-4f0f-a3d5-2630e3a13a2f,dda4a456-847b-482f-a8df-fae31429d350,3,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:14.942Z,,2026-07-25T07:59:14.048Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:14.942Z,a0000000-0000-0000-0000-000000000001,
e35e1f5d-095d-4659-b36e-c7b78327aa8a,dda4a456-847b-482f-a8df-fae31429d350,4,5000000.00,under_review,,,,2026-07-25T07:59:14.990Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:15.202Z,a0000000-0000-0000-0000-000000000001,
e68f2325-c8f6-49db-8654-a74fcd553658,dda4a456-847b-482f-a8df-fae31429d350,5,5000000.00,draft,,,,2026-07-25T07:59:15.419Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:15.419Z,,
5c971c32-bbb5-498b-ad09-cb1d2abc323e,dda4a456-847b-482f-a8df-fae31429d350,6,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:16.617Z,,2026-07-25T07:59:15.641Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:16.617Z,a0000000-0000-0000-0000-000000000001,
1f71f0cc-cf6d-4eb1-b9f1-177bb5ad3c9d,dda4a456-847b-482f-a8df-fae31429d350,7,5000000.00,draft,,,,2026-07-25T07:59:16.688Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:17.146Z,a0000000-0000-0000-0000-000000000001,
71270680-02c3-4548-a58d-e8373a5693bb,dda4a456-847b-482f-a8df-fae31429d350,8,5000000.00,draft,,,,2026-07-25T07:59:17.215Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:17.703Z,a0000000-0000-0000-0000-000000000001,
7f55318a-dd21-4999-b2b6-d20c043681b6,7ce62975-3c97-487c-9af5-f71fcf021c03,1,5000000.00,under_review,,,,2026-07-25T07:59:36.991Z,a0000000-0000-0000-0000-000000000001,2026-07-25T07:59:37.441Z,a0000000-0000-0000-0000-000000000001,
56d470c0-c53e-4a96-b724-9da8cbd1ddd5,039885df-c701-4427-9713-b7925de01398,1,0.00,draft,,,,2026-07-25T09:08:18.077Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:18.077Z,,
18179cbd-a3e2-4e13-b1f2-100f456f7042,039885df-c701-4427-9713-b7925de01398,2,12000000.00,draft,,,,2026-07-25T09:08:19.240Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:19.240Z,,
e50394fc-69b2-4351-9363-1385aa79a1c0,cc559d80-a5f7-4e94-ba12-c36db816f850,6,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:51.931Z,,2026-07-25T08:03:45.724Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:51.931Z,a0000000-0000-0000-0000-000000000001,
20c6184a-e7e3-42cf-9774-d9ca0776b98d,039885df-c701-4427-9713-b7925de01398,3,0.00,draft,,,,2026-07-25T09:08:19.411Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:19.411Z,,
a282a1e4-c33c-4755-b979-b3a758897e93,cc559d80-a5f7-4e94-ba12-c36db816f850,7,5000000.00,draft,,,,2026-07-25T08:03:52.526Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:55.994Z,a0000000-0000-0000-0000-000000000001,
ac111283-0cdc-495b-83a7-3b49f70cc9ee,039885df-c701-4427-9713-b7925de01398,4,5000000.00,under_review,,,,2026-07-25T09:08:19.861Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:20.127Z,a0000000-0000-0000-0000-000000000001,
74d3b4a1-ac69-4ebf-9766-990c14b5c760,039885df-c701-4427-9713-b7925de01398,5,0.00,draft,,,,2026-07-25T09:08:20.178Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:20.178Z,,
67e261a8-3e1b-4ed3-a793-96e42f3352ce,cc559d80-a5f7-4e94-ba12-c36db816f850,8,5000000.00,draft,,,,2026-07-25T08:03:56.588Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:03:59.657Z,a0000000-0000-0000-0000-000000000001,
dae60d7c-0037-49d0-82b7-a4c772d61abf,29575485-93ad-467e-9c25-ef05244b5633,1,5000000.00,under_review,,,,2026-07-25T08:11:15.305Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:18.576Z,a0000000-0000-0000-0000-000000000001,
7bebb6cd-426f-404a-b241-560ebfe5cf2b,29575485-93ad-467e-9c25-ef05244b5633,2,0.00,draft,,,,2026-07-25T08:11:19.022Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:19.022Z,,
cee71d9f-2c80-4f13-9659-ad5a73b86ba9,039885df-c701-4427-9713-b7925de01398,6,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:21.227Z,,2026-07-25T09:08:20.380Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:21.227Z,a0000000-0000-0000-0000-000000000001,
bb2a93d2-b412-4bd8-9499-3bec9fc5aa54,29575485-93ad-467e-9c25-ef05244b5633,3,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:25.311Z,,2026-07-25T08:11:20.806Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:25.311Z,a0000000-0000-0000-0000-000000000001,
f986d9d5-f6ae-4dd6-8486-9c5612217aa6,29575485-93ad-467e-9c25-ef05244b5633,4,5000000.00,under_review,,,,2026-07-25T08:11:25.738Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:27.245Z,a0000000-0000-0000-0000-000000000001,
28092361-9b13-42be-8da0-862b66e199ba,29575485-93ad-467e-9c25-ef05244b5633,5,5000000.00,draft,,,,2026-07-25T08:11:28.557Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:28.557Z,,
81c299f4-3299-4078-9305-80afba30d294,039885df-c701-4427-9713-b7925de01398,7,5000000.00,under_review,,,,2026-07-25T09:08:21.276Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:21.539Z,a0000000-0000-0000-0000-000000000001,
45ba42a7-d70d-4b5e-95d3-ce65b42175f4,039885df-c701-4427-9713-b7925de01398,8,5000000.00,draft,,,,2026-07-25T09:08:21.707Z,a0000000-0000-0000-0000-000000000001,2026-07-25T09:08:21.707Z,,
8f2b556b-2a99-480f-99be-66f4506b5316,29575485-93ad-467e-9c25-ef05244b5633,6,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:37.185Z,,2026-07-25T08:11:30.245Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:37.185Z,a0000000-0000-0000-0000-000000000001,
fe43e4b7-bd45-468d-8679-78c6008153c3,29575485-93ad-467e-9c25-ef05244b5633,7,5000000.00,draft,,,,2026-07-25T08:11:37.821Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:41.011Z,a0000000-0000-0000-0000-000000000001,
3fb00040-092b-48c8-8dc6-6ae00047cb6c,29575485-93ad-467e-9c25-ef05244b5633,8,5000000.00,draft,,,,2026-07-25T08:11:41.635Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:11:44.936Z,a0000000-0000-0000-0000-000000000001,
7f7c30e9-29c3-463b-a2fd-800c8b2ff3c9,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,1,0.00,draft,,,,2026-07-25T08:53:20.116Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:20.116Z,,
257e9ab7-738d-4f21-8d43-5ba752f3d1f1,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,2,0.00,draft,,,,2026-07-25T08:53:22.563Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:22.563Z,,
4100c87e-e2a0-4587-8131-6f8435eca135,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,3,5000000.00,under_review,,,,2026-07-25T08:53:22.843Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:23.089Z,a0000000-0000-0000-0000-000000000001,
16fe44ae-78c5-475b-9dfe-080a6680d840,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,4,0.00,draft,,,,2026-07-25T08:53:23.147Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:23.147Z,,
393c1e68-2064-486e-9c14-1e4ca3200de8,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,5,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:24.188Z,,2026-07-25T08:53:23.369Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:24.188Z,a0000000-0000-0000-0000-000000000001,
43c6b93e-e752-49e4-b365-8fc3dec0e8f3,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,6,5000000.00,under_review,,,,2026-07-25T08:53:24.237Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:24.446Z,a0000000-0000-0000-0000-000000000001,
68f81002-cff7-4a95-b67d-068c39a92162,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,7,5000000.00,draft,,,,2026-07-25T08:53:24.638Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:24.638Z,,
079222f3-426e-4156-9dd4-6fab1e21d38e,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,8,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:25.881Z,,2026-07-25T08:53:24.873Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:25.881Z,a0000000-0000-0000-0000-000000000001,
1d9dfe90-bc84-4d82-88e8-991a3b00ca0d,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,9,5000000.00,draft,,,,2026-07-25T08:53:25.952Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:26.861Z,a0000000-0000-0000-0000-000000000001,
e1b08497-c64e-4413-bba0-502e1c3754a3,f01aba6f-f000-42ec-9a4e-4935fc1aaee9,10,5000000.00,draft,,,,2026-07-25T08:53:26.931Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:27.408Z,a0000000-0000-0000-0000-000000000001,
98378e33-cd26-4ce9-b96b-9947fc0759ec,ac986206-a21c-47c2-b0e4-5b554046c20e,1,0.00,draft,,,,2026-07-25T08:53:37.163Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:37.163Z,,
6bfd4882-4e17-48e8-ad74-f524095c8b78,ac986206-a21c-47c2-b0e4-5b554046c20e,2,0.00,draft,,,,2026-07-25T08:53:37.518Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:37.518Z,,
bfd410ca-c9d8-4055-9c01-59455d07383b,ac986206-a21c-47c2-b0e4-5b554046c20e,3,5000000.00,under_review,,,,2026-07-25T08:53:37.791Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:38.029Z,a0000000-0000-0000-0000-000000000001,
82ae58b9-5b2b-456b-aad9-5cd5dc6c9347,ac986206-a21c-47c2-b0e4-5b554046c20e,4,0.00,draft,,,,2026-07-25T08:53:38.081Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:38.081Z,,
c2f46c8d-2106-4d92-b351-c72a2248a9a4,ac986206-a21c-47c2-b0e4-5b554046c20e,5,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:39.182Z,,2026-07-25T08:53:38.280Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:39.182Z,a0000000-0000-0000-0000-000000000001,
7fdd3d2c-11b3-4b99-bba2-808fd040b563,ac986206-a21c-47c2-b0e4-5b554046c20e,6,5000000.00,under_review,,,,2026-07-25T08:53:39.237Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:39.496Z,a0000000-0000-0000-0000-000000000001,
6940bc4c-0e9c-46eb-971d-f54ad51aa6d2,ac986206-a21c-47c2-b0e4-5b554046c20e,7,5000000.00,draft,,,,2026-07-25T08:53:39.694Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:39.694Z,,
50bfd042-10aa-4abd-8c21-2967af0e92f5,ac986206-a21c-47c2-b0e4-5b554046c20e,8,5000000.00,approved,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:40.915Z,,2026-07-25T08:53:39.964Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:40.915Z,a0000000-0000-0000-0000-000000000001,
a7dd9160-ebdb-4f69-bf53-e066794386fb,ac986206-a21c-47c2-b0e4-5b554046c20e,9,5000000.00,draft,,,,2026-07-25T08:53:40.989Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:41.409Z,a0000000-0000-0000-0000-000000000001,
f5c81ead-1c17-4114-9120-dfd58ef6d9ec,ac986206-a21c-47c2-b0e4-5b554046c20e,10,5000000.00,draft,,,,2026-07-25T08:53:41.480Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:53:41.949Z,a0000000-0000-0000-0000-000000000001,
9b1cb510-ea5a-4f2e-9c71-86d9bde5ca45,fca9cf9d-a515-49c7-8b9a-9653a36a87ad,1,0.00,draft,,,,2026-07-25T08:56:49.608Z,a0000000-0000-0000-0000-000000000001,2026-07-25T08:56:49.608Z,,
